search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,item-location href,item-location,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location src,score-text--na
https://www.tasteatlas.com/missi-roti,https://cdn.tasteatlas.com//images/dishes/2ba0aa3aed894957a424946f93c7e1a9.jpg?mw=660,210,Flatbread,https://www.tasteatlas.com/Flatbreads,Missi roti,,,,,"Missi roti is a North Indian variety of roti, an unleavened flatbread made by combining whole wheat flour, gram flour, salt, water, and a blend of freshly ground Indian spices such as red chili powder, cumin seed powder, carom seed powder, turmeri...",,READ MORE,https://www.tasteatlas.com/missi-roti/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/punjab,Punjab,,,https://cdn.tasteatlas.com/images/emblems/962fcd5b43cc410995763b1e14141c6c.png,n/a
https://www.tasteatlas.com/egg-bhurji,https://cdn.tasteatlas.com//images/dishes/9266504ac7c448f4ab06caa73904c0cd.jpg?mw=660,211,Egg Dish,https://www.tasteatlas.com/egg-dishes,Egg bhurji,,,,,"Egg bhurji is a traditional egg-based dish originating from India, where it's also known as anda bhurji. It consists of spicy scrambled eggs. Although there are a few variations, the dish is usually made with a combination of eggs, oil, onions, cu...",,READ MORE,https://www.tasteatlas.com/egg-bhurji/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,,,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,n/a
https://www.tasteatlas.com/palak-dal,https://cdn.tasteatlas.com//images/dishes/3bd221fc5d804c589a5a1f7672896446.jpg?mw=660,212,Plant-based/Vegan Dish,https://www.tasteatlas.com/plant-based-vegan,Palak dal,,,,,"Palak dal is a traditional vegeterian dish originating from North India. Although each home has their own recipe, it's usually made with a combination of lentils, spinach, tomatoes, ghee, cumin seeds, ginger, chili peppers, turmeric, and lemon jui...",,READ MORE,https://www.tasteatlas.com/palak-dal/wheretoeat,https://www.tasteatlas.com/Lentils,https://cdn.tasteatlas.com/images/ingredientgroups/54230c9c778849fb8b4742c78ee846ea.png?h=120&w=120,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/northern-india,Northern India,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,,n/a
https://www.tasteatlas.com/tangdi-kabab,https://cdn.tasteatlas.com//images/dishes/0dbe9295a494436e8bdc0b94d9697de1.jpg?mw=660,213,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Tangdi kabab,,,,,"Tangdi or tangri kabab is a traditional chicken dish originating from North India. The dish is made with chicken drumsticks that are grilled in a tandoor or over charcoal. Although there are many variations, with different recipes from one restaur...",,READ MORE,https://www.tasteatlas.com/tangdi-kabab/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/northern-india,Northern India,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,n/a
https://www.tasteatlas.com/nadru-yakhni,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,214,Stew,https://www.tasteatlas.com/Stews,Lotus Root Curry (Nadru yakhni),,,,,"Nadru yakhni is a traditional Indian curry originating from Jammu and Kashmir. Although there are many variations, the curry is usually made with a combination of lotus roots, ghee, cardamom, cloves, cinnamon, aniseed, ginger, yogurt, and salt. Th...",,READ MORE,https://www.tasteatlas.com/nadru-yakhni/wheretoeat,https://www.tasteatlas.com/lotus-roots,https://cdn.tasteatlas.com/images/ingredientgroups/79a4d6517ce94a81a8137769187988a0.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/ghee,https://cdn.tasteatlas.com/images/dishes/194229dc935a45ec9d24f94a13bbe3fd.png?h=120&w=120,https://www.tasteatlas.com/cardamom,https://cdn.tasteatlas.com/images/ingredientgroups/ebbde091cf4445a5ac10df8a51b7c894.png?h=120&w=120,https://www.tasteatlas.com/jammu-and-kashmir,Jammu and Kashmir,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/8cb2650ad2f54b70846a3d152da096da.png,n/a
https://www.tasteatlas.com/murgh-musallam,https://cdn.tasteatlas.com//images/dishes/b8b433bb204c473a8e7b015243575e65.jpg?mw=660,215,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Murgh musallam,,,,,"Murgh musallam is a traditional Indian chicken dish originating from the Mughal era. The dish is prepared with a whole chicken that's stuffed with eggs and slow-cooked in a rich gravy. The chicken is marinated in a combination of lemon juice, salt...",,READ MORE,https://www.tasteatlas.com/murgh-musallam/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/uttar-pradesh,Uttar Pradesh,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/a0ad7a2f00e948b8bedfd10861119fc5.png,n/a
https://www.tasteatlas.com/cafreal,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,216,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Cafreal,,,,,"Cafreal is an Indian chicken dish originating from Goa. There is no feast on Goa without cafreal, made with chicken pieces that are marinated in a combination of chili peppers, cardamom, cloves, coriander, ginger, garlic, cumin, cinnamon, turmeric...",,READ MORE,https://www.tasteatlas.com/cafreal/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/cardamom,https://cdn.tasteatlas.com/images/ingredientgroups/ebbde091cf4445a5ac10df8a51b7c894.png?h=120&w=120,https://www.tasteatlas.com/goa,Goa,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/65c2e7fae5924af4a0faf13cfe1930b9.png,n/a
https://www.tasteatlas.com/muradabadi-biryani,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,217,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Muradabadi biryani,,,,,"Muradabadi biryani is a traditional Indian biryani variety named after the city of Moradabad in Uttar Pradesh. However, it is believed that the dish originated in Lucknow. It's usually prepared with a combination of chicken pieces, rice, green chi...",,READ MORE,https://www.tasteatlas.com/muradabadi-biryani/wheretoeat,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/garam-masala,https://cdn.tasteatlas.com/images/dishes/a2fdc55cb6b643c29b66708def1e1c64.png?h=120&w=120,https://www.tasteatlas.com/lucknow,Lucknow,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,,n/a
https://www.tasteatlas.com/bhindi-do-pyaza,https://cdn.tasteatlas.com//images/dishes/2638447c171a4bc196b4110992e082b4.jpg?mw=660,218,Stew,https://www.tasteatlas.com/Stews,Bhindi do pyaza,,,,,"Bhindi do pyaza is a traditional stir-fried curry based on onions and okra, originating from the northern parts of India. Bhindi means okra, pyaz means onions, and do means twice, referring to double the amount of onions used in the recipe, two ty...",,READ MORE,https://www.tasteatlas.com/bhindi-do-pyaza/wheretoeat,https://www.tasteatlas.com/Okras,https://cdn.tasteatlas.com/images/ingredientgroups/3e3df0ccbd2442e19dbf2177d5c5c616.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/northern-india,Northern India,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,,n/a
https://www.tasteatlas.com/santula,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,219,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Santula,,,,,"Santula is a traditional Indian mixed vegetable dish originating from Odisha. The dish is usually made with a combination of any available fresh and seasonal vegetables such as eggplants, tomatoes, beans, carrots, hot peppers, onions, raw bananas,...",,READ MORE,https://www.tasteatlas.com/santula/wheretoeat,https://www.tasteatlas.com/Vegetables,https://cdn.tasteatlas.com/images/ingredientgroups/23c55ec12d924df3af23cca250689036.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/panch-phoron,https://cdn.tasteatlas.com/images/dishes/0c737c5e84cb48358193ea04307922fa.png?h=120&w=120,https://www.tasteatlas.com/odisha,Odisha,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/3b4cccd08d8249a4bd5ab3e13ca597b2.png,n/a
https://www.tasteatlas.com/mutton-rara,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,220,Stew,https://www.tasteatlas.com/Stews,Mutton Rara,,,,,"Mutton rara is a traditional Himachali stew originating from the northern parts of India, where it’s prepared during special occasions. The dish is made with a combination of marinated mutton chunks, onions, ginger, garlic, tomatoes, coriand...",,READ MORE,https://www.tasteatlas.com/mutton-rara/wheretoeat,https://www.tasteatlas.com/mutton,https://cdn.tasteatlas.com/images/ingredientgroups/82790d17b4894b93847171b62d7fdfb4.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/himachal-pradesh,Himachal Pradesh,https://www.tasteatlas.com/garam-masala,https://cdn.tasteatlas.com/images/dishes/a2fdc55cb6b643c29b66708def1e1c64.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/f8f521c4c1144107a69a85b940596351.png,n/a
https://www.tasteatlas.com/gajar-matar,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,221,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Gajar matar,,,,,"Gajar matar is a traditional Indian vegetable-based dish originating from Punjab, where it's considered a wintertime staple. This stir-fry is usually made with a combination of peas, carrots, oil or ghee, cumin, onions, hot chili peppers, garlic, ...",,READ MORE,https://www.tasteatlas.com/gajar-matar/wheretoeat,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/punjab,Punjab,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/962fcd5b43cc410995763b1e14141c6c.png,n/a
https://www.tasteatlas.com/panchmel-dal,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,222,Stew,https://www.tasteatlas.com/Stews,Panchmel dal,,,,,"Panchmel dal is a traditional Indian lentil-based dish originating from Rajasthan. The word panch means five, referring to five types of lentils used for the curry – mung dal (split green lentils), masoor dal (split red lentils), chana dal (...",,READ MORE,https://www.tasteatlas.com/panchmel-dal/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/rajasthan,Rajasthan,,,,n/a
https://www.tasteatlas.com/chingri-malai-curry,https://cdn.tasteatlas.com//images/dishes/d1d5addd4ebe4c3099fe059912b558e1.jpg?mw=660,223,Shrimp/Prawn Dish,https://www.tasteatlas.com/shrimps-and-prawns,Chingri Malai Curry,,,,,"Chingri Malai curry is a traditional Indian curry originating from the Bengal region. It’s made with a base of coconut milk and prawns that are seasoned with garam masala spices and fried in ghee or mustard oil with onions, hot chili peppers...",,READ MORE,https://www.tasteatlas.com/chingri-malai-curry/wheretoeat,https://www.tasteatlas.com/prawns,https://cdn.tasteatlas.com/images/ingredientgroups/f8c173a0e0e547ae889f483169ce22f8.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/west-bengal,West Bengal,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/92daeb1e8dcb43a39d18fe4da59f0211.png,n/a
https://www.tasteatlas.com/doodhpak,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,224,Dessert,https://www.tasteatlas.com/Desserts,Doodhpak,,,,,"Doodhpak is a specialty of Gujarati and Parsi cuisines, consisting of milk, rice, and sugar. It is typically flavored with spices such as cardamom, nutmeg, or saffron, and a variety of dry fruit and nuts such as almonds, pistachios, cashews, or",,READ MORE,https://www.tasteatlas.com/doodhpak/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/gujarat,Gujarat,,,https://cdn.tasteatlas.com/images/emblems/bd8006cea93e43b48958eae34f20106f.png,n/a
https://www.tasteatlas.com/sabudana-khichadi,https://cdn.tasteatlas.com//Images/Dishes/d96b9ceea8c94586869fd67ecc31c072.jpg?mw=660,225,Snack,https://www.tasteatlas.com/Snacks,Sabudana khichadi,,Best in   (Mumbai),Shree Datta Snacks,https://www.tasteatlas.com/ShreeDattaSnacks,"Sabudana khichadi is an Indian dish consisting of soaked tapioca that is fried with spices such as cumin, red chili powder, and salt. The dish is popular throughout Western India, especially in Gujarat, Rajasthan, Madhya Pradesh, and Maharashtra. ...",,READ MORE,https://www.tasteatlas.com/sabudana-khichadi/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/gujarat,Gujarat,,,https://cdn.tasteatlas.com/images/emblems/bd8006cea93e43b48958eae34f20106f.png,n/a
https://www.tasteatlas.com/thalipeeth,https://cdn.tasteatlas.com//Images/Dishes/85f72b39106c4fe3a0eb91a58f0dbd0d.jpg?mw=660,226,Flatbread,https://www.tasteatlas.com/Flatbreads,Thalipeeth,,Best in   (Mumbai),Aaswad,https://www.tasteatlas.com/Aaswad,"Thalipeeth is a pancake-like bread belonging to the Maharashtrian cuisine of India. The batter is prepared with a base of Bhajani multi-grain flour, while cumin, chilies, coriander, turmeric, and onions are also added to the mix, making the dish s...",,READ MORE,https://www.tasteatlas.com/thalipeeth/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/maharashtra,Maharashtra,,,https://cdn.tasteatlas.com/images/emblems/46746c4087274e8ab264ca699cfb97da.png,n/a
https://www.tasteatlas.com/makki-di-roti,https://cdn.tasteatlas.com//Images/Dishes/986b796daf3941c88a645b0675d92545.jpg?mw=660,227,Flatbread,https://www.tasteatlas.com/Flatbreads,Makki di roti,,Best in   (Amritsar),Bade Bhai ka Brothers Dhaba,https://www.tasteatlas.com/BadeBhaiKaBrothersDhaba,"Roti is a flat, unleavened whole wheat bread, visually similar to a pancake, cooked on a traditional iron griddle called , a key element of the rural cuisine of Punjabi. It is one of the most basic breads in India, a cross between pit...",tawa,READ MORE,https://www.tasteatlas.com/makki-di-roti/wheretoeat,https://www.tasteatlas.com/Cornmeal,https://cdn.tasteatlas.com/images/ingredientgroups/6797b68e16ed459c9ad8ee5fc1441414.png?h=120&w=120,https://www.tasteatlas.com/ghee,https://cdn.tasteatlas.com/images/dishes/194229dc935a45ec9d24f94a13bbe3fd.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,https://www.tasteatlas.com/punjab,Punjab,,,https://cdn.tasteatlas.com/images/emblems/962fcd5b43cc410995763b1e14141c6c.png,n/a
https://www.tasteatlas.com/sarson-da-saag,https://cdn.tasteatlas.com//Images/Dishes/ee2a4728c9d84df3af8e11719c0dfca8.jpg?mw=660,228,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Sarson da saag,,Best in   (Amritsar),Bade Bhai ka Brothers Dhaba,https://www.tasteatlas.com/BadeBhaiKaBrothersDhaba,"(also sarson ka saag or mustard greens) is a popular Punjabi vegetarian dish consisting of leaves of the mustard plant, spinach, green chilli, fenugreek, ginger and salt. The dish is slowly simmered in its own juices over l...",Sarson da saag,READ MORE,https://www.tasteatlas.com/sarson-da-saag/wheretoeat,https://www.tasteatlas.com/Plantains,https://cdn.tasteatlas.com/images/ingredientgroups/5bddeceb27324bafa35ead9958fce998.png?h=120&w=120,https://www.tasteatlas.com/split-peas,https://cdn.tasteatlas.com/images/ingredientgroups/0d5e2194becd43f987fa5d1e49c7160a.png?h=120&w=120,https://www.tasteatlas.com/Pumpkins,https://cdn.tasteatlas.com/images/ingredientgroups/e9b4f1746e4b409e96acc5ec788b0fda.png?h=120&w=120,https://www.tasteatlas.com/Taro,https://cdn.tasteatlas.com/images/ingredientgroups/923d96d0e346444e94bf92dac49f06a9.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/punjab,Punjab,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/962fcd5b43cc410995763b1e14141c6c.png,n/a
https://www.tasteatlas.com/ginger-chutney,https://cdn.tasteatlas.com//images/dishes/a4cde8a8b29942949f3055ed7fc1c004.jpg?mw=660,229,Side Dish,https://www.tasteatlas.com/Sides,Ginger Chutney,,,,,"Thought to have its roots in Awadh, this traditional South Indian chutney combines ginger with split black grams (), split Bengal grams (), green or red chilis, tamarind, and a variety of spices such as coriander...",urad dal,READ MORE,https://www.tasteatlas.com/ginger-chutney/wheretoeat,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/tamarind,https://cdn.tasteatlas.com/images/ingredientgroups/3bc14d735a994464870f3aae64819a42.png?h=120&w=120,https://www.tasteatlas.com/coriander-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/7e769e37c51d4b6dba28771a3145d1bd.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/southern-india,Southern India,https://www.tasteatlas.com/mustard-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/4d03b99336144a789a8257a8cca3bf8d.png?h=120&w=120,,n/a
https://www.tasteatlas.com/onion-kulcha,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,230,Flatbread,https://www.tasteatlas.com/Flatbreads,Onion Kulcha,,,,,"Onion kulcha is a traditional flatbread originating from the northern parts of India. This kulcha variety is stuffed with onions. It’s made with a combination of wheat flour, yogurt, oil, salt, milk, and a leavening agent – in this cas...",,READ MORE,https://www.tasteatlas.com/onion-kulcha/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/northern-india,Northern India,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,,n/a
