search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,item-location href,item-location src,item-location,search-results__item-description 2,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/mohnkuchen,https://cdn.tasteatlas.com//images/dishes/e83d6d9afdf948e6ad7b19ef1f503617.jpg?mw=660,55,Cake,https://www.tasteatlas.com/cakes,Mohnkuchen,3.9,Best in   (Görlitz),Café Haus Lucullus,https://www.tasteatlas.com/cafe-haus-lucullus,"Mohnkuchen is a German term that encompasses a variety of desserts that are prepared with poppy seeds. Most commonly, it refers to various types of open-faced and  cakes that couple the creamy poppy filling with a shortcrust pastr...",READ MORE,https://www.tasteatlas.com/mohnkuchen/wheretoeat,,,,,,,,,,,,,,streusel,,,
https://www.tasteatlas.com/dampfnudel,https://cdn.tasteatlas.com//Images/Dishes/f55273c1e0634670865764402d635c74.jpg?mw=660,56,Dumplings,https://www.tasteatlas.com/Dumplings,Dampfnudeln,4.1,Best in   (Munich),Augustiner-Keller,https://www.tasteatlas.com/augustiner-keller,"Dampfnudeln is a traditional German dish made by steaming yeast dough dumplings in water, milk, and butter. After the liquids have evaporated, the dumplings are fried in butter until they develop a crispy crust on the bottom, while the top remains...",READ MORE,https://www.tasteatlas.com/dampfnudel/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/bavaria,https://cdn.tasteatlas.com/images/emblems/563f7d3882da4e19b19f6f4c2c5ff12f.png,Bavaria,,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,
https://www.tasteatlas.com/saumagen,https://cdn.tasteatlas.com//images/dishes/53a3a9f516fd4f18aa4093a4b8db1814.jpg?mw=660,57,Pork Dish,https://www.tasteatlas.com/pork-dishes,Saumagen,3.7,Best in   (Deidesheim),Deidesheimer Hof,https://www.tasteatlas.com/deidesheimer-hof,"Saumagen is a German dish from the region of Palatinate, where it was created in the 18th century by local farmers as a way to use up leftover food. Translated as , saumagen consists of potatoes, carrots, onions, and po...",READ MORE,https://www.tasteatlas.com/saumagen/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/marjoram,https://cdn.tasteatlas.com/images/ingredientgroups/12b31184394747588ce88ac03cfa4f1d.png?h=120&w=120,https://www.tasteatlas.com/palatinate,,Palatinate,sow’s stomach,https://www.tasteatlas.com/nutmegs,https://cdn.tasteatlas.com/images/ingredientgroups/7ee6cd3c42294ee7a9b8fc3e2184ac56.png?h=120&w=120,
https://www.tasteatlas.com/maultaschen,https://cdn.tasteatlas.com//Images/Dishes/3211d2c616d04115bba7107b5b95dcfb.jpg?mw=660,58,Pasta,https://www.tasteatlas.com/pasta,Schwäbische Maultaschen,3.6,Best in   (Stuttgart),Stuttgarter Stäffele,https://www.tasteatlas.com/StuttgarterStaffele,"Originating from Swabia in eastern Baden-Württemberg, Schwäbische Maultaschen are traditional, savory pasta dumplings filled with ground meat, onions, spinach, and bread. This hearty dish is ideal for cold winter months and can be prepar...",READ MORE,https://www.tasteatlas.com/maultaschen/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/baden-wurttemberg,https://cdn.tasteatlas.com/images/emblems/063e23a44b8a4d39b6b8e51136f82829.png,Baden-Württemberg,,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,
https://www.tasteatlas.com/spaghettieis,https://cdn.tasteatlas.com//images/dishes/544b44ea4ccd40d187270937a6e11041.jpg?mw=660,59,Dessert,https://www.tasteatlas.com/Desserts,Spaghettieis,3.5,,,,"Spaghettieis is a traditional German ice cream that’s made to look like a bowl of spaghetti with tomato sauce and grated parmesan cheese. This dessert was invented in Mannheim, Germany in 1969 by Dario Fontanella, the son of an ice cream mak...",READ MORE,https://www.tasteatlas.com/spaghettieis/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/mannheim,https://cdn.tasteatlas.com/images/emblems/1ee220d7a0ae447db88e266437977029.png,Mannheim,,,,
https://www.tasteatlas.com/eierkuchen,https://cdn.tasteatlas.com//images/dishes/148ff920749b4d8cba6133a3c0f7fa2b.jpg?mw=660,60,Pancake,https://www.tasteatlas.com/pancakes,Eierkuchen,4.5,,,,"Eierkuchen are traditional German pancakes made by combining eggs, flour, milk, butter, baking powder, sugar, and salt. The batter is typically flavored with vanilla extract or cinnamon, although the sugar and other sweet flavorings may be omitted...",READ MORE,https://www.tasteatlas.com/eierkuchen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/berlin,https://cdn.tasteatlas.com/images/emblems/5c14c5ee7d154df180b76023d7468c41.png,Berlin,,,,
https://www.tasteatlas.com/braunschweiger,https://cdn.tasteatlas.com//images/dishes/a60f7c34135b45e18676b07c4e7f8c60.jpg?mw=660,61,Sausage,https://www.tasteatlas.com/Sausages,Braunschweiger,4.7,,,,"Braunschweiger is a German dish using liverwurst sausage as the main ingredient. The sausage is first sliced into smaller pieces, then combined with smoked meat (such as bacon) in a pan. The two are fried together until they develop a nice, browne...",READ MORE,https://www.tasteatlas.com/braunschweiger/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/braunschweig,https://cdn.tasteatlas.com/images/emblems/f3c19e184b2b40758e6c06960833fcc5.png,Braunschweig,,,,
https://www.tasteatlas.com/pellkartoffeln,https://cdn.tasteatlas.com//images/dishes/e9fffde382c34a3db9adf986c1c44218.jpg?mw=660,62,Potato Dish,https://www.tasteatlas.com/potato-dishes,Pellkartoffeln,4.5,,,,Pellkartoffeln refers to boiled or steamed potatoes with their skins intact. This traditional German dish can be enjoyed on its own or served as an accompaniment to a variety of different dishes. The potatoes are usually scrubbed to remove any imp...,READ MORE,https://www.tasteatlas.com/pellkartoffeln/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/griessbrei,https://cdn.tasteatlas.com//images/dishes/9b7b076de7634902a9ce16641a41735a.jpg?mw=660,63,Pudding,https://www.tasteatlas.com/puddings,Grießbrei,4.0,,,,"Grießbrei is a traditional German pudding based on semolina. The dish is made with milk, semolina, and sugar. It's often flavored with vanilla and cinnamon. The milk is heated, the semolina stirred in, and the mixture is then stirred until i...",READ MORE,https://www.tasteatlas.com/griessbrei/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/springerle,https://cdn.tasteatlas.com//Images/Dishes/1d996f9d19f44985ac95b02c4e386632.jpg?mw=660,64,Cookie,https://www.tasteatlas.com/Cookies,Springerle,4.2,,,,"Also known as  or springerle is an anise-flavored biscuit made from wheat flour, eggs, and powdered sugar. In the past, the dough used to be leavened with hartshorn salt, but modern day recipes typical...",READ MORE,https://www.tasteatlas.com/springerle/wheretoeat,,,,,,,,,,,,,,little jumper,,,
https://www.tasteatlas.com/engelsaugen,https://cdn.tasteatlas.com//images/dishes/f3caa29db5234de190245fa8fa0ebe9a.jpg?mw=660,65,Cookie,https://www.tasteatlas.com/Cookies,Engelsaugen,4.3,,,,"These delicious thumbprint cookies are an absolute must for Christmas in Germany. They are traditionally made with a simple shortcrust base that is filled with red currant jam. Interestingly, in some parts of Germany,  (angel e...",READ MORE,https://www.tasteatlas.com/engelsaugen/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/redcurrant-jams,https://cdn.tasteatlas.com/images/ingredientgroups/2f3badf183bd40469a0d22c158c4c91a.png?h=120&w=120,,,,engelsaugen,,,
https://www.tasteatlas.com/serviettenknodel,https://cdn.tasteatlas.com//images/dishes/ea11ef8aff7240bea7b7e074975a0752.jpg?mw=660,66,Dumplings,https://www.tasteatlas.com/Dumplings,Serviettenknödel,3.9,,,,"Serviettenknödel are German bread dumplings, or Semmelknödel that derive their name -  - from the way they are traditionally cooked: wrapped tightly and steamed inside a cloth napkin called  in ...",READ MORE,https://www.tasteatlas.com/serviettenknodel/wheretoeat,https://www.tasteatlas.com/baguette,https://cdn.tasteatlas.com/images/dishes/5c7420c35b604d558e477833585dd37d.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/bavaria,https://cdn.tasteatlas.com/images/emblems/563f7d3882da4e19b19f6f4c2c5ff12f.png,Bavaria,napkin dumplings,https://www.tasteatlas.com/nutmegs,https://cdn.tasteatlas.com/images/ingredientgroups/7ee6cd3c42294ee7a9b8fc3e2184ac56.png?h=120&w=120,
https://www.tasteatlas.com/rahmschnitzel,https://cdn.tasteatlas.com//images/dishes/b70f80b14e934be38291244a48357f35.jpg?mw=660,67,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Rahmschnitzel,4.2,,,,"Rahmschnitzel is a German meat dish. It's usually prepared with a veal cutlet, but pork or chicken can be used instead, if preferred. Other ingredients include flour, butter, white wine, heavy cream, and herbs such as parsley and chives. The meat ...",READ MORE,https://www.tasteatlas.com/rahmschnitzel/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/hackepeter,https://cdn.tasteatlas.com//images/dishes/12ea9a062222436a80dbdac4c4853814.jpg?mw=660,68,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Hackepeter,4.2,,,,"Called hackepeter or , this unusual German specialty consists of raw pork mince which is meant to be eaten as it is - fresh and raw. The raw meat is typically seasoned with salt and pepper, though it can (sometimes) be enhanced with c...",READ MORE,https://www.tasteatlas.com/hackepeter/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/caraway,https://cdn.tasteatlas.com/images/ingredientgroups/09d9a789fcdb43c1839777b7e1b8d9d2.png?h=120&w=120,https://www.tasteatlas.com/marjoram,https://cdn.tasteatlas.com/images/ingredientgroups/12b31184394747588ce88ac03cfa4f1d.png?h=120&w=120,,,,mett,https://www.tasteatlas.com/nutmegs,https://cdn.tasteatlas.com/images/ingredientgroups/7ee6cd3c42294ee7a9b8fc3e2184ac56.png?h=120&w=120,
https://www.tasteatlas.com/grunkohl,https://cdn.tasteatlas.com//images/dishes/5b5979826cf04e79b3ec05a4f53ed244.jpg?mw=660,69,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Grünkohl,4.0,,,,"Grünkohl, meaning , refers to a variety of German dishes that have kale as their main ingredient. This leafy vegetable is widely used in traditional fall and winter specialties in the country, and it is usually blanched in hot wa...",READ MORE,https://www.tasteatlas.com/grunkohl/wheretoeat,https://www.tasteatlas.com/Kale,https://cdn.tasteatlas.com/images/ingredientgroups/701848c621f34e81afb592bc9e82225c.png?h=120&w=120,https://www.tasteatlas.com/chicken-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/26ef22f9ecfa4b85961173e2165f1ab8.png?h=120&w=120,https://www.tasteatlas.com/kielbasa,https://cdn.tasteatlas.com/images/dishes/d63d9f613346426aa30c681a54dcb16c.png?h=120&w=120,https://www.tasteatlas.com/tiroler-speck,https://cdn.tasteatlas.com/images/dishes/be5ff5cf45414dc8b70f4bfe9b7590a8.png?h=120&w=120,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,,,,kale,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,
https://www.tasteatlas.com/himmel-und-erde,https://cdn.tasteatlas.com//images/dishes/e059b369b56a473489f16267b7216c5d.jpg?mw=660,70,Side Dish,https://www.tasteatlas.com/Sides,Himmel und Erde,4.0,Best in   (Cologne),Peters Brauhaus,https://www.tasteatlas.com/PetersBrauhaus,"Himmel und Erde is a traditional German dish originating as far back as the 18th century. Literally translated, the name of the dish means , derived from the old word for potatoes – . The dish consis...",READ MORE,https://www.tasteatlas.com/himmel-und-erde/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/rhineland-palatinate,https://cdn.tasteatlas.com/images/emblems/9a3a0bacdb5a4f76b12039b659c10c04.png,Rhineland-Palatinate,Heaven and Earth,,,
https://www.tasteatlas.com/gefilte-fish,https://cdn.tasteatlas.com//images/dishes/6428396c4a394361933986d61e8e99a7.jpg?mw=660,71,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Gefilte Fish,,,,,"Gefilte fish, or",,https://www.tasteatlas.com/gefilte-fish/wheretoeat,,,,,,,,,,,,,,stuffed,,,n/a
https://www.tasteatlas.com/apfelmus,https://cdn.tasteatlas.com//images/dishes/54886a2430474d6ca2b9b0891e5a357c.jpg?mw=660,72,Sauce,https://www.tasteatlas.com/Sauces,Apfelmus,3.8,,,,"Different versions of apple sauces have been prepared since ancient times—a combination of pork and apples is even mentioned in , a collection of Roman cookery recipes, while different medieval varieties appear in English as ...",READ MORE,https://www.tasteatlas.com/apfelmus/wheretoeat,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,,,Apicius,,,
https://www.tasteatlas.com/rollmops,https://cdn.tasteatlas.com//images/dishes/8b1b8a07f04d441dbe2f4c582f227793.jpg?mw=660,73,Appetizer,https://www.tasteatlas.com/Appetizers,Rollmops,4.0,,,,"Rollmops is a German dish consisting of pickled herring fillets that are wrapped around ingredients such as gherkins, onion rings, or green olives. The combination is then usually skewered with a cocktail skewer. The dish is traditionally eaten co...",READ MORE,https://www.tasteatlas.com/rollmops/wheretoeat,https://www.tasteatlas.com/pickled-cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/56d0a8dfb98446e3a2ab9baeaf87e5e8.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Olives,https://cdn.tasteatlas.com/images/ingredientgroups/e4396d9c76d04a64b889bcd2afdb0850.png?h=120&w=120,,,,,https://www.tasteatlas.com/berlin,https://cdn.tasteatlas.com/images/emblems/5c14c5ee7d154df180b76023d7468c41.png,Berlin,,,,
https://www.tasteatlas.com/weichnachtsgans,https://cdn.tasteatlas.com//images/dishes/6c8bc028d67d4ebb9becb95cea938865.jpg?mw=660,74,Goose Dish,https://www.tasteatlas.com/goose-dishes,Weihnachtsgans,,,,,"Weihnachtsgans is a traditional German dish that's prepared for Christmas. It's a roasted goose that's typically filled with onions, prunes, chestnuts, apples, and/or dates. The goose is also often stuffed with a dough or meat filling. It's season...",READ MORE,https://www.tasteatlas.com/weichnachtsgans/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/zigeunerschnitzel,https://cdn.tasteatlas.com//images/dishes/4cb25eae8fef4aa6a7a9542f74c60da7.jpg?mw=660,75,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Zigeunerschnitzel,4.5,,,,"Zigeunerschnitzel is a German specialty consisting of a thin, breaded, and pan-fried veal, pork, or chicken cutlet that is finished with a spicy sauce on top just before serving. This schnitzel was named after the sauce it is topped with, which is...",READ MORE,https://www.tasteatlas.com/zigeunerschnitzel/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/knipp,https://cdn.tasteatlas.com//images/dishes/5d454f5f83b44fa89455b2101d5a7562.jpg?mw=660,76,Sausage,https://www.tasteatlas.com/Sausages,Knipp,,Best in   (Bremen),Kleiner Olymp,https://www.tasteatlas.com/kleiner-olymp,"Knipp is a German sausage that is believed to have originated in Bremen. It is made with pork or beef, oats, onions, allspice, salt, pepper, and various herbs. Although knipp is visually unappealing, when fried in butter and served on a slice of t...",READ MORE,https://www.tasteatlas.com/knipp/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/bremen,https://cdn.tasteatlas.com/images/emblems/0a213dc084df4c6992f0f61c678f3a69.png,Bremen,,,,n/a
https://www.tasteatlas.com/franzbrotchen,https://cdn.tasteatlas.com//images/dishes/366e6311faa14cc5b321e334e5a92f96.jpg?mw=660,77,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Franzbrötchen,4.6,Best in   (Hamburg),Stadtbäckerei am Gänsemarkt,https://www.tasteatlas.com/stadtbackerei-am-gansemarkt,"This delicious German sweet pastry is traditionally served with a cup of coffee on the side. Initially made only in the Hamburg area, it is now also available in other German cities. The original recipe for these little pastries includes flour, bu...",READ MORE,https://www.tasteatlas.com/franzbrotchen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/hamburg,https://cdn.tasteatlas.com/images/emblems/47ce36ce175f4210a0a3aeb3cc88f210.png,Hamburg,,,,
https://www.tasteatlas.com/kohlroulade,https://cdn.tasteatlas.com//images/dishes/85cc598328264969bab1b083ac5d17e2.jpg?mw=660,78,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Kohlroulade,4.0,Best in   (Berlin),Gasthaus Krombach,https://www.tasteatlas.com/gasthaus-krombach,"Kohlroulade is a German version of stuffed cabbage rolls, consisting of blanched cabbage leaves that are tightly rolled around a filling of ground meat, breadcrumbs, eggs, onions, and a variety of spices. After assembling the cabbage rolls, they a...",READ MORE,https://www.tasteatlas.com/kohlroulade/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/labskaus,https://cdn.tasteatlas.com//Images/Dishes/6c6035fdea8547d8be755e33ef6ea793.jpg?mw=660,79,Appetizer,https://www.tasteatlas.com/Appetizers,Labskaus,2.4,Best in   (Hamburg),Old Commercial Room,https://www.tasteatlas.com/old-commercial-room,"Labskaus is a dish from northern Germany consisting of corned beef, mashed potatoes, and beets, with additional ingredients such as fried eggs, pickles, and —a pickled, rolled herring. Although its origins are somewhat murky...",READ MORE,https://www.tasteatlas.com/labskaus/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Beets,https://cdn.tasteatlas.com/images/ingredientgroups/39144d113fc342b79457b9bc0a850b95.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/pickled-vegetables,https://cdn.tasteatlas.com/images/ingredientgroups/bd15e7b0df76474bbc010821fa77412b.png?h=120&w=120,,,,rollmops,https://www.tasteatlas.com/preserved-herrings,https://cdn.tasteatlas.com/images/ingredientgroups/b5ce5e3a128a4cc1b6631bd0bfea0b6e.png?h=120&w=120,
https://www.tasteatlas.com/pfeffernuss,https://cdn.tasteatlas.com//images/dishes/40bd9993a09f4df9be793e7371f2e052.jpg?mw=660,80,Cookie,https://www.tasteatlas.com/Cookies,Pfeffernuss,,,,,"Pfeffernuss is a spiced German Christmas cookie. Although there is no set recipe and the variations appear throughout the country, the dough is usually heavily spiced with several spices. The list typically includes white pepper, which gives the c...",READ MORE,https://www.tasteatlas.com/pfeffernuss/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/strammer-max,https://cdn.tasteatlas.com//images/dishes/5e440c96cc40439b87bbc9f166b36a1a.jpg?mw=660,81,Sandwich type,https://www.tasteatlas.com/sandwich-types,Strammer Max,4.2,,,,"Strammer Max is a German open-faced sandwich that's served warm and has numerous variations. It's usually made with a slice of rye or wheat flour bread that can be toasted and buttered or fried in oil or butter. The bread is seasoned with salt, pe...",READ MORE,https://www.tasteatlas.com/strammer-max/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/berlin,https://cdn.tasteatlas.com/images/emblems/5c14c5ee7d154df180b76023d7468c41.png,Berlin,,,,
https://www.tasteatlas.com/bethmannchen,https://cdn.tasteatlas.com//images/dishes/1171610a93a64e97b04d56e8a53f39e8.jpg?mw=660,82,Cookie,https://www.tasteatlas.com/Cookies,Bethmännchen,4.5,,,,"Bethmännchen have been a Christmas staple in Germany for over 200 years. Hailing from Frankfurt, these cookies are made from marzipan dough that is infused with rose water. Before they are glazed and baked, each cookie is decorated with three...",READ MORE,https://www.tasteatlas.com/bethmannchen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/frankfurt,https://cdn.tasteatlas.com/images/emblems/511b40cb337c436cb4dae8cfc86f6b91.png,Frankfurt,,,,
https://www.tasteatlas.com/aachener-printen,https://cdn.tasteatlas.com//images/dishes/6e3f16204db74a808bc2414044f27a08.jpg?mw=660,83,Cookie,https://www.tasteatlas.com/Cookies,Aachener Printen,3.4,,,,"This is a special variety of brown, firm gingerbread that has been baked in Aachen since the 1820s. The term  refers to the use of carved wooden molds into which the dough is pressed during production. Having been regionally protect...",READ MORE,https://www.tasteatlas.com/aachener-printen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/aachen,https://cdn.tasteatlas.com/images/emblems/1951e417f6bc4a3a87e9ff618151fe4d.png,Aachen,printe,,,
https://www.tasteatlas.com/schneckenkuchen,https://cdn.tasteatlas.com//images/dishes/69c2dcccf9ec435b8bad77cd28fc058d.jpg?mw=660,84,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Schneckenkuchen,4.3,,,,"The name of this sweet German bread that translates as  was inspired by its shape since it consists of numerous rolls neatly placed in a pan, whose final shape is reminiscent of snail shells. The base of the bread is prepared wi...",READ MORE,https://www.tasteatlas.com/schneckenkuchen/wheretoeat,,,,,,,,,,,,,,snail cake,,,
https://www.tasteatlas.com/topfenstrudel-germany,https://cdn.tasteatlas.com//Images/Dishes/b446d786b3ae4eb2930267a26021d29a.jpg?mw=660,85,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Topfenstrudel,4.5,,,,"Austrian cuisine prides in their old traditional pastry desserts, and the delicate strudels are surely the most popular variety. Even though it is not as famous as the apple filled version, topfenstrudel is regarded as one of Austria’s favor...",READ MORE,https://www.tasteatlas.com/topfenstrudel-germany/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/quarks,https://cdn.tasteatlas.com/images/ingredientgroups/adddf40ecafb49cfbea0cb18d74ac987.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,
https://www.tasteatlas.com/thuringer-rostbratwurst,https://cdn.tasteatlas.com//images/dishes/d9ecc40a4ae842dbb2f38f60b85bf7fb.jpg?mw=660,86,Sausage,https://www.tasteatlas.com/Sausages,Thüringer Rostbratwurst,4.2,,,,"t is a product with centuries of tradition. The oldest known recipe, held at the Weimar State Archives, dates back to 1613. Martin Luther and Goethe both appreciated it, and it was often praised in literature. O...",READ MORE,https://www.tasteatlas.com/thuringer-rostbratwurst/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/thuringia,https://cdn.tasteatlas.com/images/emblems/1869a29a63994988bf013b6ac82173a9.png,Thuringia,Thüringer Rostbratwurs,,,
