search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,item-location href,item-location,mini-ingredients__link href,mini-ingredients__link href 2,mini-ingredients__link href 3,mini-ingredients__link href 4,mini-ingredients__link href 5,mini-ingredients__link href 6,mini-ingredients__image src,mini-ingredients__image src 2,mini-ingredients__image src 3,mini-ingredients__image src 4,mini-ingredients__image src 5,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/empanada-catamarquena,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,51,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Empanada Catamarqueña,4.4,Best in   (Buenos Aires),La Cocina,https://www.tasteatlas.com/la-cocina,"Hailing from Argentina, empanada catamarqueña is an empanada variety characterized by its garlicky kick. The empanadas are typically made with beef or goat meat, onions, and garlic. Raisins and green olives are also often included in these ...",,https://www.tasteatlas.com/empanada-catamarquena/wheretoeat,https://www.tasteatlas.com/catamarca-province,Catamarca Province,https://www.tasteatlas.com/Flour,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Goat,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/284c1ffb7c3842819b1484d3dd665106.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,
https://www.tasteatlas.com/tamales-saltenos,https://cdn.tasteatlas.com//images/dishes/6be1637007184eae96fbeaffad551562.jpg?mw=660,52,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Tamales Salteños,,Best in   (Salta),Doña Salta,https://www.tasteatlas.com/DonaSalta,"This tamale variety originates from the town of Salta in Argentina, hence the name. Fresh corn husks called  are filled with a delicious mixture of corn flour and shredded meat – either from boiled lamb or pork head. These tam...",chalas,https://www.tasteatlas.com/tamales-saltenos/wheretoeat,https://www.tasteatlas.com/salta,Salta,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/boga-a-la-parrilla,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,53,Freshwater Fish Dish,https://www.tasteatlas.com/freshwater-fish-dishes,Boga a la parrilla,,,,,"Boga a la parilla or boga on the grill is an Argentine fish delicacy consisting of grilled boga, a type of freshwater fish which is highly appreciated in Argentina. A whole fish is opened up and seasoned with spices, herbs, oil, lemon juice, and (...",,https://www.tasteatlas.com/boga-a-la-parrilla/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/empanada-cordobesa,https://cdn.tasteatlas.com//images/dishes/b330085bbf8243b8a7f54498ddd0480c.jpg?mw=660,54,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Empanada Cordobesa,4.5,,,,"This empanada variety originates from Córdoba in Argentina, hence the name. It is sweet and savory because it's filled with beef, raisins, potatoes, olives, and white sugar. Other ingredients include hard-boiled eggs, onions, garlic, red wi...",,https://www.tasteatlas.com/empanada-cordobesa/wheretoeat,https://www.tasteatlas.com/cordoba,Córdoba,https://www.tasteatlas.com/Flour,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/Lard,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Raisins,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,
https://www.tasteatlas.com/pacu-a-las-brasas,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,55,Freshwater Fish Dish,https://www.tasteatlas.com/freshwater-fish-dishes,Pacú a las brasas,,,,,"Pacú a las brasas, meaning , is a traditional Argentine fish specialty. It is made by grilling pacú - a type of freshwater fish related to the piranha - over hot embers of a wood or charcoal fire. Bu...",pacú on the embers,https://www.tasteatlas.com/pacu-a-las-brasas/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/arabian-empanadas,https://cdn.tasteatlas.com//images/dishes/437810ae940f4395831d91bc9d191cb6.jpg?mw=660,56,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Arabian Empanadas,,Best in   (Buenos Aires),Panadería Árabe Fatay,https://www.tasteatlas.com/panaderia-arabe-fatay,"Arabian empanadas are quite different than the traditional Argentine empanadas. They are shaped into a triangle, and a portion of the filling remains visible in the center of the empanada. The filling consists of ground beef or lamb, chopped red a...",,https://www.tasteatlas.com/arabian-empanadas/wheretoeat,,,https://www.tasteatlas.com/Flour,https://www.tasteatlas.com/yeasts,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Lamb,https://www.tasteatlas.com/Peppers,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,n/a
https://www.tasteatlas.com/ensalada-criolla,https://cdn.tasteatlas.com//images/dishes/579b3fc172354bc2a03ce3ac4e682403.jpg?mw=660,57,Salad,https://www.tasteatlas.com/Salads,Ensalada Criolla,,,,,"A simple salad known as ensalada criolla is usually made with finely chopped vegetables such as lettuce, tomatoes, onions, and bell peppers. The veggies are coated in olive oil, red wine vinegar, pepper flakes, and seasonings, then topped with cho...",,https://www.tasteatlas.com/ensalada-criolla/wheretoeat,,,https://www.tasteatlas.com/Lettuce,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/Peppers,https://www.tasteatlas.com/Olive-oil,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/7e0f57e1acdf4336ae728bbaf80a1f36.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,n/a
https://www.tasteatlas.com/panchuker,https://cdn.tasteatlas.com//images/dishes/c0b6c0c78b6d4db28c5f6ae676ca5c9e.jpg?mw=660,58,Snack,https://www.tasteatlas.com/Snacks,Panchuker,,,,,"Panchuker is a popular snack originating from Argentina. It can be found at numerous street food stalls in the country and consists of a sausage that's covered with a waffle-like coating. The snack is served on a stick for easier consumption, just...",,https://www.tasteatlas.com/panchuker/wheretoeat,https://www.tasteatlas.com/tucuman-province,Tucumán Province,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sacramentos,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,59,Pastry,https://www.tasteatlas.com/pastry,Sacramentos,,,,,Sacramentos is a type of Argentine  or pastry that is similar to  but usually shorter in size and without the distinctive crescent shape. These soft rolls can be made plain or with sweet or savory fillings such a...,factura,https://www.tasteatlas.com/sacramentos/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/tortilla-santiaguena,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,60,Flatbread,https://www.tasteatlas.com/Flatbreads,Tortilla Santiagueña,,,,,"Tortilla santiagueña is a type of flatbread consisting of wheat flour, melted cow fat, and coarse salt. The dough is typically baked on a parrilla until nicely brown. A classic Argentine treat, these tortillas are typical for the north of t...",,https://www.tasteatlas.com/tortilla-santiaguena/wheretoeat,https://www.tasteatlas.com/santiago-del-estero,Santiago del Estero,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/cazuela-de-llama,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,61,Stew,https://www.tasteatlas.com/Stews,Cazuela de llama,,,,,"Llama meat is the star of this traditional stew which is commonly consumed throughout northern Argentina. The dish is typically made by simmering pieces of llama meat with ingredients such as carrots, rice, and colorful Andean potatoes (",papas ...,https://www.tasteatlas.com/cazuela-de-llama/wheretoeat,https://www.tasteatlas.com/humahuaca,Humahuaca,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/costillas-de-cerdo-a-la-riojana,https://cdn.tasteatlas.com//images/dishes/3b26cb31678a4f53b1f7018a4203e644.jpg?mw=660,62,Pork Dish,https://www.tasteatlas.com/pork-dishes,Costillas de cerdo a la Riojana,,,,,"Costillas de cerdo a la Riojana is a rich Argentine dish that pairs grilled pork ribs with sautéed vegetables, fries, and fried eggs. The ingredients are typically piled together on a serving platter or a paper plate after having been cooke...",,https://www.tasteatlas.com/costillas-de-cerdo-a-la-riojana/wheretoeat,,,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/bacon,https://www.tasteatlas.com/Potatoes,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/Peppers,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,n/a
https://www.tasteatlas.com/chimichurri-rojo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,63,Sauce,https://www.tasteatlas.com/Sauces,Chimichurri rojo,,,,,"Red chimichurri or  is a variation of the quintessential Argentinian chimichurri sauce, which is also called  or  due to its vibrant green color. This so-called “re...",chimichurri rojo,https://www.tasteatlas.com/chimichurri-rojo/wheretoeat,,,https://www.tasteatlas.com/Olive-oil,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/red-wine-vinegars,https://www.tasteatlas.com/cayenne-pepper,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/cdf728d281da4e4dafb9fd83fc992024.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/e2e04922bd2647f3a8cf147a736c34b5.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,n/a
https://www.tasteatlas.com/salsa-tuco,https://cdn.tasteatlas.com//images/dishes/47f48e5e0c93461397f709d5d0ce6a3d.jpg?mw=660,64,Meat-based Sauce,https://www.tasteatlas.com/meat-based-sauces,Salsa tuco,,,,,"Salsa tuco is a staple in Argentina, used as pasta sauce that is heavy on meat and vegetables. Although the ingredients for tuco sauce can vary, it is typically made with similar ingredients – meat, sliced carrots, onions, tomatoes, green pe...",,https://www.tasteatlas.com/salsa-tuco/wheretoeat,,,,,,,,,,,,,,,n/a
