search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6
https://www.tasteatlas.com/karlovarske-oplatky,https://cdn.tasteatlas.com//images/dishes/84d319c6ddfe4ef4aa30826a65af3c81.jpg?mw=660,67,Wafer,https://www.tasteatlas.com/wafers,Karlovarské Oplatky,4.2,,,,"Karlovarské oplatky are flat wafers made according to an old, traditional recipe in the area of Karlovy Vary in the Czech Republic since the mid-18th century when they were originally homebaked. As evidence, today there are the oldest wafer...",,https://www.tasteatlas.com/karlovarske-oplatky/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/maslova-pomazanka,https://cdn.tasteatlas.com//images/dishes/573412ef71df440aa801d371b3b6acb2.jpg?mw=660,68,Spread,https://www.tasteatlas.com/spreads,Máslová pomazánka,,,,,"This creamy spread is made with sour cream and a combination of powdered milk and buttermilk. It is enjoyed throughout the Czech Republic and Slovakia. The spread is traditionally flavored with various herbs, ham, peppers, or garlic. Although it w...",,https://www.tasteatlas.com/maslova-pomazanka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/katuv-sleh,https://cdn.tasteatlas.com//Images/Dishes/9e6dfa3858c7486aa249b1e769e5a940.jpg?mw=660,69,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Katův šleh,,,,,"Simple and inexpensive to make, katův šleh is a spicy Czech dish prepared in numerous variations throughout the country. It usually consists of chicken or pork, onions, and bell peppers, coated in a creamy tomato sauce and seasoned with chi...",,https://www.tasteatlas.com/katuv-sleh/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/gulasovka,https://cdn.tasteatlas.com//images/dishes/220b304e6a9748818d7b86ed75007c3c.jpg?mw=660,70,Meat Soup,https://www.tasteatlas.com/meat-soups,Gulášovka,3.8,,,,"Very similar to the famous , this hearty soup employs similar ingredients to create a slightly different dish. It is usually prepared with beef that is browned and simmered alongside onions in a flavorful, paprika-spice...",guláš,https://www.tasteatlas.com/gulasovka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/soulet,https://cdn.tasteatlas.com//images/dishes/b461868fdec5488e89621f4f8aa74366.jpg?mw=660,71,Stew,https://www.tasteatlas.com/Stews,Šoulet,,,,,"This rustic dish is the Czech version of traditional a popular Jewish stew. Developed by the Jewish community, it usually consists of various legumes such as beans or peas, selected seasonings, and occasionally meat...",cholent,https://www.tasteatlas.com/soulet/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/pardubicky-pernikxxx,https://cdn.tasteatlas.com//images/dishes/4b7bf89c45d2416db048cd69bc76f583.jpg?mw=660,72,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Pardubický perník,4.2,,,,"Pardubický perník is a baked pastry product made in the city of Pardubice and the municipality of Spojil in the Czech Republic since the 16th century, but the production really took off in the 20th century. It is a decorated gingerbr...",,https://www.tasteatlas.com/pardubicky-pernikxxx/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/buchticky-se-sodo,https://cdn.tasteatlas.com//images/dishes/d88facfee67843778d8cb1d2b99d12d2.jpg?mw=660,73,Dessert,https://www.tasteatlas.com/Desserts,Buchtičky se šodó,3.3,,,,"This traditional Czech dish consists of wheat buns doused in velvety vanilla cream. The bite-size buns are prepared with leavened dough, and are traditionally baked in the oven until they develop a golden color. Buchtičky se šodó are...",,https://www.tasteatlas.com/buchticky-se-sodo/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/marianskolazenske-oplatky,https://cdn.tasteatlas.com//images/dishes/f1b7f1750a6241998fec880f2ddeabfd.jpg?mw=660,74,Wafer,https://www.tasteatlas.com/wafers,Mariánskolázeňské Oplatky,4.0,,,,"Mariánskolázeňské oplatky are wafers with an unusually large and round shape, produced in the municipalities of Mariánské Lázně and Velka Hled'sebe in the Czech Republic since 1856. The final product consi...",,https://www.tasteatlas.com/marianskolazenske-oplatky/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/chlebova-polevka,https://cdn.tasteatlas.com//images/dishes/6564456eb6a4444e9ba49e9eb166e7c1.jpg?mw=660,75,Bread Soup,https://www.tasteatlas.com/bread-soups,Chlebová polévka,,,,,"This simple bread soup is a traditional Czech dish prepared with a combination of stale bread, water, onions, and a variety of spices. The more refined versions are occasionally thickened with eggs and may incorporate flavorful broths or various r...",,https://www.tasteatlas.com/chlebova-polevka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/lita-bublanina,https://cdn.tasteatlas.com//images/dishes/d73b5c3a644e4a54bd636943bdf0f883.jpg?mw=660,76,Dessert,https://www.tasteatlas.com/Desserts,Litá bublanina,3.4,,,,"This traditional Czech dessert consists of a thick, pancake-like batter that is topped with various fruits and baked until golden. The choice of fruits is heavily dependent on the season, but typically includes various berries, plums, and apricots...",,https://www.tasteatlas.com/lita-bublanina/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/karlovarske-trojhranky,https://cdn.tasteatlas.com//images/dishes/52fa6bfd70f5481b9df5247d1023bca0.jpg?mw=660,77,Wafer,https://www.tasteatlas.com/wafers,Karlovarské Trojhránky,,,,,"Karlovarské trojhránky are traditionally made wafers, produced from the Karlové oplatky wafers when they are cut in eight pieces, forming small triangles and can be sold either individually or in batches of several pieces. The...",,https://www.tasteatlas.com/karlovarske-trojhranky/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/karlovarsky-suchar,https://cdn.tasteatlas.com//images/dishes/596c8b4bf9a0400fac0ccd5b833b4520.jpg?mw=660,78,Rusk,https://www.tasteatlas.com/rusks,Karlovarsky suchar,,,,,"Karlovarský suchar is a rusk, a toasted bread cut in thin slices from a whole load, produced in the Karlovy Vary region in the Czech Republic. There are two varieties of the bread - special and diet versions. The bread is well baked and dri...",,https://www.tasteatlas.com/karlovarsky-suchar/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/mrkvance,https://cdn.tasteatlas.com//images/dishes/459fdaf7e9ea4d2e9099e1e9375c73e3.jpg?mw=660,79,Dessert,https://www.tasteatlas.com/Desserts,Mrkvance,,,,,"A regional delicacy of the city of Polná, these soft, round buns consist of leavened dough that is filled with grated, vanilla-flavored carrots, and occasionally enriched with fennel, anise, poppy seeds, or rum. The buns are traditionally p...",,https://www.tasteatlas.com/mrkvance/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/lomnicke-suchary,https://cdn.tasteatlas.com//images/dishes/3cf56177295548c5aa0c1e4abaaf6e89.jpg?mw=660,80,Rusk,https://www.tasteatlas.com/rusks,Lomnicke suchary,,,,,"Lomnické suchary is a rusk, twice-baked bread produced in a few varieties in the Semily district in the Czech Republic since the first half of the 19th century. The varieties include sugared rusks, hazelnut rusks, almond rusks, peanut rusks...",,https://www.tasteatlas.com/lomnicke-suchary/wheretoeat,,,,,,,,,,,,
