search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na,search-results__item-description 2
https://www.tasteatlas.com/bubur-cha-cha,https://cdn.tasteatlas.com//images/dishes/cd4fdbf4500f42c2be61d80798e5bebe.jpg?mw=660,60,Dessert,https://www.tasteatlas.com/Desserts,Bubur cha cha,,,,"The colorful bubur cha cha is a dessert made with coconut milk, sago, yams, sweet potatoes, pandan leaves, bananas, and black-eyed peas. Pandan leaves provide it with a sweet and light aroma, tubers give the dessert its typical color and texture, ...",https://www.tasteatlas.com/bubur-cha-cha/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/roti-tisu,https://cdn.tasteatlas.com//images/dishes/1414b9c07a7d45f293798254e59f2b5b.jpg?mw=660,61,Dessert,https://www.tasteatlas.com/Desserts,Roti tisu,Best in   (Petaling Jaya),Original Penang Kayu Nasi Kandar,https://www.tasteatlas.com/original-penang-kayu-nasi-kandar,"Roti tisu is the paper thin variety of the traditional Malay . It is prepared with the same type of dough that is stretched thin, sometimes up to five or six feet in length, and it is then shortly pan-fried. Tisu is served wrapp...",https://www.tasteatlas.com/roti-tisu/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,n/a,roti canai
https://www.tasteatlas.com/nasi-tumpang,https://cdn.tasteatlas.com//Images/Dishes/40f04c505cb24f80af1b7ada9ff319fe.jpg?mw=660,62,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Nasi tumpang,Best in   (Kota Bharu),Kedai Kopi White House,https://www.tasteatlas.com/kedai-kopi-white-house,"Traditionally associated with the region of Kelantan, this flavorful Malaysian dish consists of rice that is layered with various dishes, then wrapped inside a cone-shaped banana leaf. It is typically prepared with thick curries, eggs, cucumbers, ...",https://www.tasteatlas.com/nasi-tumpang/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/kelantan,https://cdn.tasteatlas.com/images/emblems/a8e7fc663c6741c79dcad3205f7026ec.png,Kelantan,n/a,
https://www.tasteatlas.com/budu,https://cdn.tasteatlas.com//images/dishes/924cbb11cceb4fc0b5ce0555a2f01e92.jpg?mw=660,63,Sauce,https://www.tasteatlas.com/Sauces,Budu,,,,"Budu is a fermented fish sauce originating from Malaysia. It is prepared by combining anchovies and salt, then letting the combination ferment for up to 200 days. Tamarind and palm sugar are often added to the mix, and the addition results in a da...",https://www.tasteatlas.com/budu/wheretoeat,https://www.tasteatlas.com/anchovies,https://cdn.tasteatlas.com/images/ingredientgroups/9d1bd646966e4ee890a98352232dfc61.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/tamarind,https://cdn.tasteatlas.com/images/ingredientgroups/3bc14d735a994464870f3aae64819a42.png?h=120&w=120,https://www.tasteatlas.com/palm-sugars,https://cdn.tasteatlas.com/images/ingredientgroups/e1441990dd6d498697a3bd28ff42c165.png?h=120&w=120,,,,,,,,n/a,
https://www.tasteatlas.com/kuih-keria,https://cdn.tasteatlas.com//images/dishes/3e427704749240a7a0d4a127ccd364c0.jpg?mw=660,64,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Kuih keria,,,,"Kuih keria are Malaysian deep-fried doughnuts that are made from sweet potatoes. After they are steamed and mashed, the potatoes are combined with flour to form a pliable dough that is then shaped into doughnut rings. Unlike other types of doughnu...",https://www.tasteatlas.com/kuih-keria/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/kuih-cara-berlauk,https://cdn.tasteatlas.com//images/dishes/199207b96e7f4417badd73c9a21c27c1.jpg?mw=660,65,Snack,https://www.tasteatlas.com/Snacks,Kuih cara berlauk,,,,This Malaysian kuih is a bite-sized treat that consists of savory cakes that are topped with minced meat. The batter for the cakes usually incorporates coconut milk and gets its distinctive color from the addition of turmeric. They are traditional...,https://www.tasteatlas.com/kuih-cara-berlauk/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,,,,n/a,
https://www.tasteatlas.com/cincalok,https://cdn.tasteatlas.com//images/dishes/e67c21f1cb244e76b0bd999eb52a819c.jpg?mw=660,66,Dip,https://www.tasteatlas.com/dips,Cincalok,,,,"Cincalok is a Malaysian condiment consisting of shrimps or krill that have been fermented with salt and cooked rice. The shrimps are typically small in size and left whole, and the condiment is characterized by its pungent smell and a combination ...",https://www.tasteatlas.com/cincalok/wheretoeat,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/lime-juices,https://cdn.tasteatlas.com/images/ingredientgroups/8935929ec6a745639e0584c6ddfac844.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/melaka,https://cdn.tasteatlas.com/images/emblems/c33c228cb5e14e92aab35df710667c4a.png,Malacca,n/a,
https://www.tasteatlas.com/lam-mee,https://cdn.tasteatlas.com//images/dishes/ded6803928a14658a6d5e2a24c662b1e.jpg?mw=660,67,Noodle Dish,https://www.tasteatlas.com/Noodles,Lam mee,,,,"Lam mee is a traditional Malaysian dish of Nyonya people. It's made by cooking yellow rice noodles in a gravy made from the stock of prawns and chicken or pork ribs. The gravy is the real star of this dish, with a great mix of seafood flavors from...",https://www.tasteatlas.com/lam-mee/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/penang,https://cdn.tasteatlas.com/images/emblems/debc7efe8a014c53a5c8ceb68dfda2aa.png,Penang,n/a,
https://www.tasteatlas.com/curry-debal,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,68,Stew,https://www.tasteatlas.com/Stews,Curry debal,,,,"Curry debal or Devil's curry is a very spicy traditional stew originating from Malacca (Melaka) in Malaysia. This specialty of the Kristang people is usually made with a combination of chicken, potatoes, white vinegar, salt, sugar, mustard seeds, ...",https://www.tasteatlas.com/curry-debal/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/white-wine-vinegars,https://cdn.tasteatlas.com/images/ingredientgroups/5ec7d5e7a1c44fa9b25bcef37eeb02aa.png?h=120&w=120,https://www.tasteatlas.com/mustard-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/4d03b99336144a789a8257a8cca3bf8d.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/melaka,https://cdn.tasteatlas.com/images/emblems/c33c228cb5e14e92aab35df710667c4a.png,Malacca,n/a,
https://www.tasteatlas.com/roti-sardin,https://cdn.tasteatlas.com//images/dishes/82497c680ffe4aa78e71c9929e96cd7f.jpg?mw=660,69,Flatbread,https://www.tasteatlas.com/Flatbreads,Roti sardin,,,,"Roti sardin is a Malaysian flatbread dish, adapted from the Indian style of  (translated as ""bread"", both in Hindustani and Malay languages). This variety is stuffed with canned sardines, sliced onions, chilies, and beaten eggs that h...",https://www.tasteatlas.com/roti-sardin/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/sardines,https://cdn.tasteatlas.com/images/ingredientgroups/cfaaeb4f7a7943e6b41b0b7dad0ac9fb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,n/a,roti
https://www.tasteatlas.com/kuih-cara-manis,https://cdn.tasteatlas.com//images/dishes/2e323375b6c140bf8b2eade998d76532.jpg?mw=660,70,Cake,https://www.tasteatlas.com/cakes,Kuih cara manis,,,,"Kuih cara manis is a Malaysian dessert that is made with a batter consisting of eggs, flour, and coconut milk. The cakes are baked in specialized pans and are traditionally flavored with pandan leaves, which also give the cakes their distinctive g...",https://www.tasteatlas.com/kuih-cara-manis/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/nasi-kombos,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,71,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Nasi kombos,,,,"Nasi kombos is a traditional Malaysian rice dish originating from the Lotud community in Sabah. The dish is made with a combination of glutinous rice, coconut cream and water, salt, and grated coconut flesh. The glutinous rice is cooked in coconut...",https://www.tasteatlas.com/nasi-kombos/wheretoeat,https://www.tasteatlas.com/glutinous-rice,https://cdn.tasteatlas.com/images/ingredientgroups/a1799e6fcf0b4167830830ecd6ae6ec9.png?h=120&w=120,https://www.tasteatlas.com/coconuts,https://cdn.tasteatlas.com/images/ingredientgroups/43773d40b43a4beda98cca01bef445e0.png?h=120&w=120,https://www.tasteatlas.com/coconut-creams,https://cdn.tasteatlas.com/images/ingredientgroups/f54c7c4de2dc46f8be00fed40dae4a2d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,https://www.tasteatlas.com/sabah,https://cdn.tasteatlas.com/images/emblems/5728562c43ea4ae996f24db5ef368f22.png,Sabah,n/a,
https://www.tasteatlas.com/roti-durian,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,72,Flatbread,https://www.tasteatlas.com/Flatbreads,Roti durian,,,,"Roti durian is a sweet variety of roti canai, layered with durian fruit purée. Durian is a favorite in Southeast Asia (described by many as the ""king of fruits""), beloved for its unmistakeably strong aroma and complex flavor profile. Once t...",https://www.tasteatlas.com/roti-durian/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/durian,https://cdn.tasteatlas.com/images/dishes/42a15b8ae72e47538b01fce9b138f197.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,n/a,
https://www.tasteatlas.com/roti-bawang,https://cdn.tasteatlas.com//images/dishes/a7211f2da5c04bb8a9c58151364c8a71.jpg?mw=660,73,Flatbread,https://www.tasteatlas.com/Flatbreads,Roti bawang,,,,"Roti bawang is a variety of Malaysian flatbread, based on the Indian style of roti. This version of the dish is stuffed with diced onions, and it is then pan-fried. Unlike the traditional roti canai, which resembles a flour tortilla, this dish is ...",https://www.tasteatlas.com/roti-bawang/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,n/a,
https://www.tasteatlas.com/tuhau,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,74,Relish,https://www.tasteatlas.com/relishes,Tuhau,,,,"Tuhau is a type of wild ginger, native to the jungles of Sabah-Borneo, and it is used to make the dish of the same name. The dish slightly resembles a relish, in that it is both a condiment - most often accompanying fish - and a food on its own. T...",https://www.tasteatlas.com/tuhau/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/sabah,https://cdn.tasteatlas.com/images/emblems/5728562c43ea4ae996f24db5ef368f22.png,Sabah,n/a,
https://www.tasteatlas.com/cokodok,https://cdn.tasteatlas.com//images/dishes/49a0422129e746209a7312051913ac46.jpg?mw=660,75,Snack,https://www.tasteatlas.com/Snacks,Cokodok,,,,"These Malaysian fried snacks can be found under many names and many varieties - both sweet and savory. The dish consists of round dough balls, made with flour (usually a mix of wheat and rice flour), combined with a variety of other ingredients, d...",https://www.tasteatlas.com/cokodok/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/malai-broccoli,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,76,Appetizer,https://www.tasteatlas.com/Appetizers,Malai Broccoli,,,,"Malai broccoli is a traditional dish originating from Malaysia. The dish is usually made with a combination of broccoli florets, cream cheese, sliced cheese, heavy cream, yogurt, ginger, garlic, garam masala spices, cardamom powder, salt, sugar, a...",https://www.tasteatlas.com/malai-broccoli/wheretoeat,https://www.tasteatlas.com/Broccoli,https://cdn.tasteatlas.com/images/ingredientgroups/c2c817f763b84582b82614e8838c1b46.png?h=120&w=120,https://www.tasteatlas.com/cream-cheeses,https://cdn.tasteatlas.com/images/ingredientgroups/2c43b723665a4ffebeb3d58fab993d20.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/heavy-creams,https://cdn.tasteatlas.com/images/ingredientgroups/d022e931aba84bc5a866b4bfdd9e88a0.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,,,,n/a,
https://www.tasteatlas.com/kuih-cucur,https://cdn.tasteatlas.com//images/dishes/2354d22ceee74548863bdc5872adf41f.jpg?mw=660,77,Snack,https://www.tasteatlas.com/Snacks,Kuih cucur,,,,"Kue cucur is a traditional Indonesian snack that's also popular in Malaysia () and Thailand (khanom fak bua). It's made with a combination of palm sugar, fried rice flour, and coconut milk that's fried until crispy. This sweet s...",https://www.tasteatlas.com/kuih-cucur/wheretoeat,,,,,,,,,,,,,,,,n/a,kuih cucur
