search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,score-text--na
https://www.tasteatlas.com/soko-ketze,https://cdn.tasteatlas.com//images/dishes/0338c6e676d1432db34771ece8276acc.jpg?mw=660,55,Appetizer,https://www.tasteatlas.com/Appetizers,Soko ketze,,,,,"Soko ketze is a traditional dish originating from Georgia. It's usually made with a combination of mushrooms, butter, mozzarella or similar mild cheese, dill, salt, and pepper. The mushrooms are placed into a baking dish, topped with pieces of but...",https://www.tasteatlas.com/soko-ketze/wheretoeat,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/mozzarella,https://cdn.tasteatlas.com/images/dishes/0f49880c948545228967a4db32b39d41.png?h=120&w=120,https://www.tasteatlas.com/sulguni,https://cdn.tasteatlas.com/images/dishes/666ba955d1744c369c7d48ab1403df39.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/ispanakhi-matsvnit,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,56,Salad,https://www.tasteatlas.com/Salads,Ispanakhi matsvnit,,,,,"Ispanakhi matsvnit is a traditional salad originating from Georgia. Although it looks like a very thick soup, this is a salad that’s prepared with a combination of spinach and yogurt. While the dish is being prepared, salt, coriander, and ga...",https://www.tasteatlas.com/ispanakhi-matsvnit/wheretoeat,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/matsvnis-supi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,57,Soup,https://www.tasteatlas.com/Soups,Georgian Yogurt Soup (Matsvnis supi),,,,,"Matsvnis supi is a traditional yogurt soup originating from Georgia. The soup is made with matsoni, a traditional Georgian yogurt that’s similar to Greek yogurt, rice, sour cream, eggs, onions, parsley, coriander, scallions, and mint. The co...",https://www.tasteatlas.com/matsvnis-supi/wheretoeat,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/ispanakhis-pkhali,https://cdn.tasteatlas.com//images/dishes/36b3c59c01764ec1a183f8729110d957.jpg?mw=660,58,Dip,https://www.tasteatlas.com/dips,Ispanakhis pkhali,,,,,"Ispanakhis pkhali is a traditional Georgian dip. It is prepared with a combination of spinach, walnuts, garlic, scallions, cilantro, fenugreek, and red wine vinegar. The ingredients are combined into a homogeneous mixture that's refrigerated befor...",https://www.tasteatlas.com/ispanakhis-pkhali/wheretoeat,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/fenugreek,https://cdn.tasteatlas.com/images/ingredientgroups/a2f0007aa54545818af4ab1ebd1ba96e.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/kartophilis-chashushuli,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,59,Stew,https://www.tasteatlas.com/Stews,Kartophilis chashushuli,,,,,"Kartophilis chashushuli is a traditional Georgian stew. The stew is usually made with a combination of potatoes, garlic, onions, eggs, oil, butter, chili peppers, coriander, salt, and pepper. The onions, garlic, and potatoes are sautéed in ...",https://www.tasteatlas.com/kartophilis-chashushuli/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/gebzhalia,https://cdn.tasteatlas.com//images/dishes/8e2ae08b8ca341c4bb63df8b4df5a587.jpg?mw=660,60,Cheese Dish,https://www.tasteatlas.com/cheese-dishes,Gebzhalia,,,,,"Gebzhalia is a traditional Georgian dish originating from the region of Samegrelo. The dish is prepared with a combination of fresh cheese such as , cottage cheese, hot green peppers, mint, garlic, and salt. The mint and green pepp...",https://www.tasteatlas.com/gebzhalia/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/samegrelo-upper-svaneti,Samegrelo-Upper Svaneti,n/a
https://www.tasteatlas.com/matzvnis,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,61,Soup,https://www.tasteatlas.com/Soups,Matzvnis,,,,,"Matzvnis is a traditional soup originating from Georgia. The soup is usually made with a combination of sour cream, milk, eggs, vinegar, flour, butter, onions, carrots, basil, mint, chili peppers, and salt. The onions and carrots are cooked in but...",https://www.tasteatlas.com/matzvnis/wheretoeat,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/katmis-supi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,62,Chicken Soup,https://www.tasteatlas.com/chicken-soups,Katmis supi,,,,,"Katmis supi is a traditional chicken and vegetable soup originating from Georgia. The soup is usually made with a combination of chicken, potatoes, carrots, onions, butter, garlic, celery, dill, parsley, peppercorns, red chili powder, and salt. Th...",https://www.tasteatlas.com/katmis-supi/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/chicken-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/26ef22f9ecfa4b85961173e2165f1ab8.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/stapilos-pkhali,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,63,Dip,https://www.tasteatlas.com/dips,Stapilos pkhali,,,,,"Stapilos pkhali is a traditional dip or spread originating from Georgia. It is usually made with a combination of carrots, walnuts, garlic, coriander, vinegar, chili powder, and salt. The carrots are cooked until just tender and then cut into cube...",https://www.tasteatlas.com/stapilos-pkhali/wheretoeat,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/red-chilli-powder,https://cdn.tasteatlas.com/images/ingredientgroups/0bf070508e5f4a41b10e14a0642e59fe.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/jarkhlis-pkhali,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,64,Dip,https://www.tasteatlas.com/dips,Jarkhlis pkhali,,,,,"Jarkhlis pkhali is a traditional dip or spread originating from Georgia. It is usually made with a combination of beetroot, walnuts, garlic, coriander, chili powder, vinegar, salt, and pepper. The walnuts and garlic are ground into a smooth paste,...",https://www.tasteatlas.com/jarkhlis-pkhali/wheretoeat,https://www.tasteatlas.com/Beets,https://cdn.tasteatlas.com/images/ingredientgroups/39144d113fc342b79457b9bc0a850b95.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/red-chilli-powder,https://cdn.tasteatlas.com/images/ingredientgroups/0bf070508e5f4a41b10e14a0642e59fe.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/akhali-kartophili,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,65,Potato Dish,https://www.tasteatlas.com/potato-dishes,Akhali kartophili,,,,,"Akhali kartophili is a traditional dish originating from Georgia. The dish is usually made with a combination of new potatoes, garlic, scallions, chili peppers, oil, butter, coriander, dill, salt, and pepper. The potatoes are boiled in water until...",https://www.tasteatlas.com/akhali-kartophili/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/pomidori-tkhilit,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,66,Side Dish,https://www.tasteatlas.com/Sides,Pomidori tkhilit,,,,,"Pomidori tkhilit is a traditional vegetable dish originating from Georgia. It's made with a combination of ripe tomatoes, onions, hazelnuts, garlic, coriander, parsley, olive oil, and chili peppers. The tomatoes are cooked in a large pan, their sk...",https://www.tasteatlas.com/pomidori-tkhilit/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Hazelnuts,https://cdn.tasteatlas.com/images/ingredientgroups/6e18a366b01e44b2b0c7fbdb8f22a5c6.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,,,n/a
