search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/choritos-a-la-chalaca,https://cdn.tasteatlas.com//images/dishes/3a8a7d895e2943e68ce6847b5103f2c5.jpg?mw=660,53,Mussel Dish,https://www.tasteatlas.com/mussel-dishes,Choritos a la Chalaca,,Best in   (San Isidro),Barra Chalaca,https://www.tasteatlas.com/barra-chalaca,"Choritos a la chalaca is a Peruvian dish originating from the port of Callao. The word  refers to , while  means . The dish is made by steaming the mussels, then topping th...",https://www.tasteatlas.com/choritos-a-la-chalaca/wheretoeat,https://www.tasteatlas.com/mussels,https://cdn.tasteatlas.com/images/ingredientgroups/a050287a4d1149f5898090f628c216e8.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://www.tasteatlas.com/rocoto-chile,https://cdn.tasteatlas.com/images/dishes/31957d80fde9448f96a910a374878e50.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/lime-juices,https://cdn.tasteatlas.com/images/ingredientgroups/8935929ec6a745639e0584c6ddfac844.png?h=120&w=120,https://www.tasteatlas.com/callao,Callao,choritos,n/a
https://www.tasteatlas.com/tocosh,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,54,Potato Dish,https://www.tasteatlas.com/potato-dishes,Tocosh,,,,,"Tocosh is a traditional Peruvian food product, also known as . It's made from local white potatoes that are conservated in mountain spring water. The potatoes are placed into a bag of straw and grass, covered with stones, ...",https://www.tasteatlas.com/tocosh/wheretoeat,,,,,,,,,,,,,,,Incan penicillin,n/a
https://www.tasteatlas.com/salsa-verde-de-cilantro,https://cdn.tasteatlas.com//images/dishes/db43094406194a95abfa1c912b0eb7d1.jpg?mw=660,55,Sauce,https://www.tasteatlas.com/Sauces,Salsa verde de cilantro,,,,,"Salsa verde de cilantro or  is a Peruvian version of the classic salsa verde. It is made with a combination of cilantro, oil, lime juice, garlic, onions, and chili peppers. It is recommended to serve this salsa with a variety of ...",https://www.tasteatlas.com/salsa-verde-de-cilantro/wheretoeat,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/lime-juices,https://cdn.tasteatlas.com/images/ingredientgroups/8935929ec6a745639e0584c6ddfac844.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,,,aji verde,n/a
https://www.tasteatlas.com/picante-de-cuy,https://cdn.tasteatlas.com//images/dishes/9328fa5bf66448aca7fe5be5c0ade403.jpg?mw=660,56,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Picante de cuy,,,,,"Picante de cuy is a traditional dish originating from Peru. It's usually made with a combination of cuy (guinea pigs), potatoes, garlic, ají peppers, oil, and salt. The guinea pigs are cut into pieces and seasoned with salt and garlic. They...",https://www.tasteatlas.com/picante-de-cuy/wheretoeat,https://www.tasteatlas.com/guinea-pigs,https://cdn.tasteatlas.com/images/ingredientgroups/a7bed1766c524a10a8fea15dcb2acee4.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/cusco-region,Cusco Region,,n/a
https://www.tasteatlas.com/patarashca,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,57,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Patarashca,,,,,"Patarashca is a traditional fish dish originating from the Peruvian jungle. The dish consists of white fish that's stuffed and grilled. The ingredients include whole fish, onions, hot chili peppers, sacha culantro, oil, garlic, cumin, salt, and pe...",https://www.tasteatlas.com/patarashca/wheretoeat,https://www.tasteatlas.com/White-fish,https://cdn.tasteatlas.com/images/ingredientgroups/673fcb2e26434e1ca0adcf5734d193fe.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/sacha-culantro,https://cdn.tasteatlas.com/images/dishes/5765af98ff4f4327bd03a5252138dfad.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/iquitos,Iquitos,,n/a
https://www.tasteatlas.com/anticucho-de-pescado,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,58,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Anticucho de pescado,,,,,"Anticucho de pescado is a traditional dish originating from Peru, consisting of fish on skewers. The dish is prepared by marinating firm white fish in a combination of garlic, paprika, salt, vinegar, lime juice, oil, cumin, and black pepper. The f...",https://www.tasteatlas.com/anticucho-de-pescado/wheretoeat,https://www.tasteatlas.com/White-fish,https://cdn.tasteatlas.com/images/ingredientgroups/673fcb2e26434e1ca0adcf5734d193fe.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/lime-juices,https://cdn.tasteatlas.com/images/ingredientgroups/8935929ec6a745639e0584c6ddfac844.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/salsa-a-la-huancaina,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,59,Salsa,https://www.tasteatlas.com/salsas,Salsa a la Huancaina,4.3,,,,"Salsa Huancaina is a Peruvian sauce that is traditionally used in the preparation of a famous appetizer called . This salsa is made with aji amarillo peppers or aji amarillo paste, onions, garlic, oil, evaporated milk,...",https://www.tasteatlas.com/salsa-a-la-huancaina/wheretoeat,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/huancayo,Huancayo,papas a la Huancaina,
https://www.tasteatlas.com/locro-de-zapallo,https://cdn.tasteatlas.com//images/dishes/73ff810cb45a451cb0aab3e7385e8287.jpg?mw=660,60,Stew,https://www.tasteatlas.com/Stews,Locro de zapallo,,,,,"Locro de zapallo is a classic Peruvian dish consisting of squash pieces, potatoes, evaporated milk, queso fresco, vegetables (onions, peas, corn), and aji amarillo peppers. Because the stew is quite light, many people had locro for dinner, then we...",https://www.tasteatlas.com/locro-de-zapallo/wheretoeat,https://www.tasteatlas.com/Pumpkins,https://cdn.tasteatlas.com/images/ingredientgroups/e9b4f1746e4b409e96acc5ec788b0fda.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/feta,https://cdn.tasteatlas.com/images/dishes/b6119c63563e4b2498614cd594494c86.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/puca-picante,https://cdn.tasteatlas.com//images/dishes/4437c530a7a747cc985a6a0e37314f9b.jpg?mw=660,61,Stew,https://www.tasteatlas.com/Stews,Puca picante,,,,,"Puca picante is a traditional Peruvian dish originating from the region of Ayacucho. It is made with a combination of beets, peanuts, potatoes, onions, garlic, aji panca paste, and cumin. If desired, the stew can be enriched with the addition of b...",https://www.tasteatlas.com/puca-picante/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/ayacucho-region,Ayacucho Region,,n/a
https://www.tasteatlas.com/olluquito-con-charqui,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,62,Stew,https://www.tasteatlas.com/Stews,Olluquito con charqui,,,,,"Olluquito con charqui is a traditional Peruvian dish originating from Cusco. This stew consists of two main parts – olluco, a potato that grows in the Andes, and charqui – dried and salted llama or alpaca meat. The potatoes are cut int...",https://www.tasteatlas.com/olluquito-con-charqui/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/cusco-region,Cusco Region,,n/a
https://www.tasteatlas.com/sopa-criolla,https://cdn.tasteatlas.com//images/dishes/1377d8e2a34641bcbd7a9c6556a5d4dc.jpg?mw=660,63,Soup,https://www.tasteatlas.com/Soups,Sopa Criolla,,Best in   (Lima District),Restaurante Bar Cordano,https://www.tasteatlas.com/restaurante-bar-cordano,"Sopa Criolla is a comforting and filling Peruvian soup. It's made with a combination of beef, onions, garlic, aji panca paste, tomato paste, stock, potatoes, angel hair pasta, evaporated milk, oregano, and eggs. Once it has been cooked, the soup i...",https://www.tasteatlas.com/sopa-criolla/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/anticucho-de-corazon,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,64,Offal Dish,https://www.tasteatlas.com/Offal,Anticucho de corazon,,Best in   (Miraflores),Anticuchos de la Tia Grimanesa,https://www.tasteatlas.com/AnticuchosDeLaTiaGrimanesa,"Anticucho de corazon is a traditional dish originating from Peru, consisting of beef heart skewers. The dish is made with a combination of beef heart, oil, red wine vinegar, garlic, oregano, cumin, salt, and aji panca hot pepper paste. The beef he...",https://www.tasteatlas.com/anticucho-de-corazon/wheretoeat,https://www.tasteatlas.com/beef-heart,https://cdn.tasteatlas.com/images/ingredientgroups/3334f2ad608447cbabc4f032fedf49db.png?h=120&w=120,https://www.tasteatlas.com/aji-panca,https://cdn.tasteatlas.com/images/dishes/3e1ab499c39640bd84769216445dd048.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/red-wine-vinegars,https://cdn.tasteatlas.com/images/ingredientgroups/cdf728d281da4e4dafb9fd83fc992024.png?h=120&w=120,https://www.tasteatlas.com/oregano,https://cdn.tasteatlas.com/images/ingredientgroups/ca0a5e4ce6d449e0a8e008d083caa4a4.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/inchicapi,https://cdn.tasteatlas.com//images/dishes/bccf1779e05a45e69b93d9ddcb8f1759.jpg?mw=660,65,Chicken Soup,https://www.tasteatlas.com/chicken-soups,Inchicapi,,Best in   (Breña),El Pichito,https://www.tasteatlas.com/el-pichito,"Inchicapi is a creamy Peruvian soup made with chicken or hen meat, ground corn, peanuts, oil, cassava, and garlic as key ingredients. It originates from the Peruvian jungle regions of San Martin, Loreto, and Ucayali. Before serving, this tradition...",https://www.tasteatlas.com/inchicapi/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://www.tasteatlas.com/Peanuts,https://cdn.tasteatlas.com/images/ingredientgroups/2880e31ec7bc4b538f2d2884786b69c3.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/cassava,https://cdn.tasteatlas.com/images/dishes/7de3408e3fa643339babc0a97f863500.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/ucayali,Ucayali,,n/a
https://www.tasteatlas.com/aguadito-de-pollo,https://cdn.tasteatlas.com//images/dishes/e90f22e5f3f1417388b9c4c90167b8ef.jpg?mw=660,66,Chicken Soup,https://www.tasteatlas.com/chicken-soups,Aguadito de pollo,,,,,"Aguadito de pollo is a traditional Peruvian soup prepared with a combination of large chicken pieces, aji amarillo peppers, peas, corn, onions, yellow potatoes, rice, and cilantro, which gives the soup its typical flavor and green color. In the co...",https://www.tasteatlas.com/aguadito-de-pollo/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/menestron,https://cdn.tasteatlas.com//images/dishes/9a5d2a9f6d654b1eadf3a9ebe3258023.jpg?mw=660,67,Soup,https://www.tasteatlas.com/Soups,Menestrón,,,,,"Menestrón is a Peruvian soup that is an adaptation of the famous Italian . The soup became popular in Peru with the first Italian immigrants, and over time, it was adapted for local palates using a variety of Peruvian ing...",https://www.tasteatlas.com/menestron/wheretoeat,,,,,,,,,,,,,,,minestrone,n/a
https://www.tasteatlas.com/pepian-de-cuy,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,68,Stew,https://www.tasteatlas.com/Stews,Pepián de cuy,,,,,"Pepián de cuy is a traditional stew originating from Peru. The stew is made with a combination of guinea pig meat, potatoes, corn, onions, peanuts, salt, pepper, garlic, and oil. The guinea pig is cut into quarters, lightly fried in oil, th...",https://www.tasteatlas.com/pepian-de-cuy/wheretoeat,https://www.tasteatlas.com/guinea-pigs,https://cdn.tasteatlas.com/images/ingredientgroups/a7bed1766c524a10a8fea15dcb2acee4.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Peanuts,https://cdn.tasteatlas.com/images/ingredientgroups/2880e31ec7bc4b538f2d2884786b69c3.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/triple-sandwich,https://cdn.tasteatlas.com//images/dishes/2734f8ed111948609fee1175efa7b028.jpg?mw=660,69,Sandwich,https://www.tasteatlas.com/sandwiches,Triple Sandwich,,,,,"Triple sandwich is a Peruvian staple consisting of thin slices of bread, avocado slices, tomato slices, sliced hard-boiled eggs, and mayonnaise. The crust is trimmed from the bread slices, while the avocado slices are usually seasoned with salt, p...",https://www.tasteatlas.com/triple-sandwich/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Avocados,https://cdn.tasteatlas.com/images/ingredientgroups/1a2a8fc0806246a492a2b86d39d87834.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,,,,,,n/a
https://www.tasteatlas.com/saralawa,https://cdn.tasteatlas.com//images/dishes/ade52100f55843eea38fa9a102dbf216.jpg?mw=660,70,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Saralawa,,,,,"Saralawa is a traditional Peruvian soup originating from the region of Cusco. It is made with broad beans, chili peppers, fresh or dried corn, and herbs such as coriander, parsley, and huacatay. The creamy soup is one of the most consumed dishes i...",https://www.tasteatlas.com/saralawa/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/cusco,Cusco,,n/a
https://www.tasteatlas.com/arroz-zambito,https://cdn.tasteatlas.com//images/dishes/0dc8eb24c4634b2a81f822a2133df22b.jpg?mw=660,71,Pudding,https://www.tasteatlas.com/puddings,Arroz zambito,,,,,"Arroz zambito is a Peruvian take on rice pudding. It is traditionally sweetened with unrefined sugar and flavored with raisins, aniseed, and coconut. This dessert is said to have originated in the 1800s, and it was originally made with water, but ...",https://www.tasteatlas.com/arroz-zambito/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/cuy-al-horno,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,72,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Cuy al horno,,,,,"Cuy al horno is a traditional preparation of baked guinea pigs originating from Peru. This dish is popular in the region of Cusco, but it can be found in most tourist-oriented restaurants in the country. The guinea pigs are marinated in a combinat...",https://www.tasteatlas.com/cuy-al-horno/wheretoeat,https://www.tasteatlas.com/guinea-pigs,https://cdn.tasteatlas.com/images/ingredientgroups/a7bed1766c524a10a8fea15dcb2acee4.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/huacatay,https://cdn.tasteatlas.com/images/dishes/31688a67118f4baba6f634f2de77b98f.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/cusco-region,Cusco Region,,n/a
https://www.tasteatlas.com/picante-a-la-tacnena,https://cdn.tasteatlas.com//images/dishes/051d3fee7d4940859d24f63adf6e6bac.jpg?mw=660,73,Offal Dish,https://www.tasteatlas.com/Offal,Picante a la Tacneña,,,,,"Picante a la Tacneña is a traditional Peruvian dish originating from Tacna. It is made with tripe, chili peppers, dried meat (lamb or llama), cow's foot, and local Mariva potatoes. The chili peppers are first cooked in water with garlic and...",https://www.tasteatlas.com/picante-a-la-tacnena/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/tacna,Tacna,,n/a
https://www.tasteatlas.com/anticucho-de-pollo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,74,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Anticucho de pollo,,,,,"Anticucho de pollo is a traditional dish originating from Peru. These skewers are usually sold as street food and they're made with a variety of ingredients – in this case, it's chicken. Other ingredients used in the preparation of anticucho...",https://www.tasteatlas.com/anticucho-de-pollo/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/oregano,https://cdn.tasteatlas.com/images/ingredientgroups/ca0a5e4ce6d449e0a8e008d083caa4a4.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/tortilla-de-raya,https://cdn.tasteatlas.com//images/dishes/2759669cb3f24641885330b99ceba515.jpg?mw=660,75,Egg Dish,https://www.tasteatlas.com/egg-dishes,Tortilla de raya,,,,,"Tortilla de raya is a simple Peruvian dish, a ray omelet that is one of the most popular ray dishes in the country. The dish is prepared by frying strips of cooked ray with garlic and eggs. It is traditionally served with the spicy ají past...",https://www.tasteatlas.com/tortilla-de-raya/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/rocoto-chile,https://cdn.tasteatlas.com/images/dishes/31957d80fde9448f96a910a374878e50.png?h=120&w=120,,,,,,,https://www.tasteatlas.com/lambayeque,Lambayeque,,n/a
https://www.tasteatlas.com/humitas-dulces,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,76,Dessert,https://www.tasteatlas.com/Desserts,Humitas dulces,,,,,"Humitas dulces is a traditional dessert originating from Peru. It's usually made with a combination of corn, evaporated milk, sugar, butter, raisins, cinnamon, salt, and corn husks. The mixture is cooked until it becomes slightly shiny and thick. ...",https://www.tasteatlas.com/humitas-dulces/wheretoeat,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://www.tasteatlas.com/evaporated-milk,https://cdn.tasteatlas.com/images/ingredientgroups/570b94d758b8453cbef94a6bf104d9ab.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/sudado-de-langostinos,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,77,Shrimp/Prawn Dish,https://www.tasteatlas.com/shrimps-and-prawns,Sudado de langostinos,,,,,"Sudado de langostinos is a traditional seafood dish originating from Peru. It's made with a combination of shrimps, onions, garlic, yellow chili peppers, white wine, fish broth, tomatoes, seasonings, and coriander. The shrimps are sautéed i...",https://www.tasteatlas.com/sudado-de-langostinos/wheretoeat,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/fish-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/0ce5b14b299f4d5d8ddbc8ee27ab13f9.png?h=120&w=120,,,,n/a
