# CSV-File created with merge-csv.com
# -----------------------------------------------------------

search-results__item-image href,search-results__item-image src,Type,Name,Country
https://www.tasteatlas.com/karanji,https://cdn.tasteatlas.com//images/dishes/e30bea22a33b4fe281b6acd910195410.jpg?mw=660,Sweet Pastry,Karanji,India
https://www.tasteatlas.com/rotla,https://cdn.tasteatlas.com//images/dishes/1d6b79dc3ab347bcb07a837cb900499c.jpg?mw=660,Flatbread,Rotla,India
https://www.tasteatlas.com/bebinca,https://cdn.tasteatlas.com//images/dishes/3ec25abc12f7497d813a82f27496d069.jpg?mw=660,Cake,Bebinca,India
https://www.tasteatlas.com/katori-chaat,https://cdn.tasteatlas.com//images/dishes/462789cd077e4893afd3a4ece442dd1e.jpg?mw=660,Street Food,Katori chaat,India
https://www.tasteatlas.com/amba,https://cdn.tasteatlas.com//images/dishes/d3164388f1c7409e8f9b8a0badf8495b.jpg?mw=660,Dip,Amba,India
https://www.tasteatlas.com/red-chutney,https://cdn.tasteatlas.com//images/dishes/d02ce26510c24f3eb7b8d38555f71a44.jpg?mw=660,Dip,Red Chutney,India
https://www.tasteatlas.com/aloo-naan,https://cdn.tasteatlas.com//images/dishes/f20b28f6d0e142a1bb4c559efe4de771.jpg?mw=660,Flatbread,Aloo naan,India
https://www.tasteatlas.com/kashmiri-naan,https://cdn.tasteatlas.com//images/dishes/1b4d7450b4e746b1ad5b9410fabac888.jpg?mw=660,Flatbread,Kashmiri naan,India
https://www.tasteatlas.com/hyderabadi-haleem,https://cdn.tasteatlas.com//images/dishes/963e06f0e7474bc8a420be374197c29e.jpg?mw=660,Porridge,Hyderabadi haleem,India
https://www.tasteatlas.com/handvo,https://cdn.tasteatlas.com//images/dishes/025ea04929e8478291c902389f209a9d.jpg?mw=660,Snack,Handvo,India
https://www.tasteatlas.com/chicken-kathi-roll,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Street Food,Chicken Kathi Roll,India
https://www.tasteatlas.com/onion-samosa,https://cdn.tasteatlas.com//Images/Dishes/1053c4e7f6a44d939e37c915def28999.jpg?mw=660,Snack,Onion Samosa,India
https://www.tasteatlas.com/mutton-seekh-roll,https://cdn.tasteatlas.com//images/dishes/26c32bd7cfe74eca8e7fda25fcadbbb6.jpg?mw=660,Wrap,Mutton seekh roll,India
https://www.tasteatlas.com/chavde,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Deep-fried Dessert,Chavde,India
https://www.tasteatlas.com/nimish,https://cdn.tasteatlas.com//images/dishes/664b73cb216148ec82d337ac2cf912dd.jpg?mw=660,Dessert,Nimish,India
https://www.tasteatlas.com/dal-puri,https://cdn.tasteatlas.com//images/dishes/4fcd02290e464164a5297c6df9acb0dc.jpg?mw=660,Flatbread,Dal puri,India
https://www.tasteatlas.com/paruppu-sadam,https://cdn.tasteatlas.com//images/dishes/64f53f3bdf8a4a9d971e5be98206e333.jpg?mw=660,Rice Dish,Paruppu sadam,India
https://www.tasteatlas.com/tandoori-pomfret,https://cdn.tasteatlas.com//images/dishes/7633852d3e1a409c9a38f40471bf6367.jpg?mw=660,Saltwater Fish Dish,Tandoori pomfret,India
https://www.tasteatlas.com/bengali-chicken-curry,https://cdn.tasteatlas.com//images/dishes/d66918ca533942aaa6fae760c513fe8e.jpg?mw=660,Stew,Bengali Chicken Curry,India
https://www.tasteatlas.com/rista,https://cdn.tasteatlas.com//images/dishes/9275c8e1853d4ecf8847491726e63bc2.jpg?mw=660,Stew,Rista,India
https://www.tasteatlas.com/goshtaba,https://cdn.tasteatlas.com//images/dishes/85a1e388e8c2476c891a12aa4f62d652.jpg?mw=660,Stew,Goshtaba,India
https://www.tasteatlas.com/kakori-kebab,https://cdn.tasteatlas.com//images/dishes/49740136d71c46b38cd114671cb20650.jpg?mw=660,Lamb/Mutton Dish,Kakori kebab,India
https://www.tasteatlas.com/aam-dal,https://cdn.tasteatlas.com//images/dishes/ec3faf800884479db38361e0b3539460.jpg?mw=660,Vegetable Dish,Aam dal,India
https://www.tasteatlas.com/malvani-chicken,https://cdn.tasteatlas.com//images/dishes/607f741058aa4cef8397a6a21b149cb6.jpg?mw=660,Stew,Malvani Chicken,India
https://www.tasteatlas.com/thengai-sadam,https://cdn.tasteatlas.com//images/dishes/7941c15c3f90467ab99f08bf760ebe7b.jpg?mw=660,Rice Dish,Coconut Rice (Thengai sadam),India
https://www.tasteatlas.com/gatta-curry,https://cdn.tasteatlas.com//images/dishes/5f93d5b79c5f4c38b01a5fe49f701284.jpg?mw=660,Stew,Gatta curry,India
https://www.tasteatlas.com/jeera-aloo,https://cdn.tasteatlas.com//images/dishes/4b2e7f7e0b104f039e7c729a85ceb7d1.jpg?mw=660,Potato Dish,Jeera aloo,India
https://www.tasteatlas.com/dahi-ke-kabab,https://cdn.tasteatlas.com//images/dishes/d1a0acd5a40b4236a74b7fca2efd5df0.jpg?mw=660,Vegetarian Dish,Dahi ke kabab,India
https://www.tasteatlas.com/ishtu,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Breakfast,Ishtu,India
https://www.tasteatlas.com/bell-pepper-chutney,https://cdn.tasteatlas.com//images/dishes/42066d096b014f2dbc33589ce22142be.jpg?mw=660,Dip,Bell Pepper Chutney,India
https://www.tasteatlas.com/beetroot-chutney,https://cdn.tasteatlas.com//images/dishes/1e27934b981448259ccb05d79c4f87d0.jpg?mw=660,Dip,Beetroot Chutney,India
https://www.tasteatlas.com/chur-chur-naan,https://cdn.tasteatlas.com//images/dishes/ba4f0ac89e2c4a51b9fffbf208276b99.jpg?mw=660,Flatbread,Chur chur naan,India
https://www.tasteatlas.com/gooseberry-chutney,https://cdn.tasteatlas.com//images/dishes/741bc82562914e6e95e7d5dc60e36717.jpg?mw=660,Dip,Gooseberry Chutney,India
https://www.tasteatlas.com/puli-inji,https://cdn.tasteatlas.com//images/dishes/bc03e566e9544f5f8079db97905b80b2.jpg?mw=660,Dip,Puli inji,India
https://www.tasteatlas.com/mooli-paratha,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Flatbread,Mooli paratha,India
https://www.tasteatlas.com/tandoori-broccoli,https://cdn.tasteatlas.com//images/dishes/32370e6d42284926b23440a2f5f4d5b2.jpg?mw=660,Vegetarian Dish,Tandoori Broccoli,India
https://www.tasteatlas.com/erissery,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Stew,Erissery,India
https://www.tasteatlas.com/kalmi-kebab,https://cdn.tasteatlas.com//images/dishes/852a9bc9c7e44f4d92ec14f82d3c5815.jpg?mw=660,Chicken Dish,Kalmi kebab,India
https://www.tasteatlas.com/palak-kofta-curry,https://cdn.tasteatlas.com//images/dishes/e67449e671e84b16bfb68cc6ea3e7af3.jpg?mw=660,Stew,Palak kofta curry,India
https://www.tasteatlas.com/vegetable-kadai,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Vegetable Dish,Vegetable kadai,India
https://www.tasteatlas.com/amrood-ki-sabzi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Stew,Amrood ki sabzi,India
https://www.tasteatlas.com/railway-mutton,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Stew,Railway Mutton,India
https://www.tasteatlas.com/thekua-bihar,https://cdn.tasteatlas.com//images/dishes/3d81c1ed8747470ea80b2618eccde20a.jpg?mw=660,Deep-fried Dessert,Thekua,India
https://www.tasteatlas.com/achappam,https://cdn.tasteatlas.com//images/dishes/a49b1e628a8e43cc99693c708fe005e3.jpg?mw=660,Cookie,Achappam,India
https://www.tasteatlas.com/dhaba-curry,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Stew,Dhaba curry,India
https://www.tasteatlas.com/pineapple-gojju,https://cdn.tasteatlas.com//images/dishes/0903daef208d41b7b650f5c12cd673db.jpg?mw=660,Stew,Pineapple gojju,India
https://www.tasteatlas.com/bombil-fry,https://cdn.tasteatlas.com//images/dishes/dd7555964d3a4fa5a19fb3feaa5cd788.jpg?mw=660,Saltwater Fish Dish,Bombil Fry,India
https://www.tasteatlas.com/karimeen-pollichathu,https://cdn.tasteatlas.com//images/dishes/faa8c30ad2fe4e6c8ab4746476271de8.jpg?mw=660,Saltwater Fish Dish,Karimeen pollichathu,India
https://www.tasteatlas.com/kozhi-curry,https://cdn.tasteatlas.com//images/dishes/65363c3a82714c9f814f0354d4074181.jpg?mw=660,Stew,Kozhi Curry,India
https://www.tasteatlas.com/gola-kebab,https://cdn.tasteatlas.com//images/dishes/c49410c5e1fe40aab258028e7b872aab.jpg?mw=660,Lamb/Mutton Dish,Gola kebab,India
https://www.tasteatlas.com/shikampuri-kebab,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Ground Meat Dish,Shikampuri kebab,India
https://www.tasteatlas.com/pulinkari,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Stew,Pulinkari,India
https://www.tasteatlas.com/indian-masala-omelet,https://cdn.tasteatlas.com//images/dishes/0e91e8d9f0284e9b913ca754dfd2b3d6.jpg?mw=660,Egg Dish,Indian Masala Omelet,India
https://www.tasteatlas.com/sali-boti,https://cdn.tasteatlas.com//images/dishes/3924f63c84a5424892dcf693a79cad9f.jpg?mw=660,Stew,Sali boti,India
https://www.tasteatlas.com/murgh-angara,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Chicken Dish,Murgh Angara,India
https://www.tasteatlas.com/bendekaayi-gojju,https://cdn.tasteatlas.com//images/dishes/2b257be5359d452b8bd9113eae12a2f9.jpg?mw=660,Stew,Bendekaayi gojju,India
https://www.tasteatlas.com/sutarfeni,https://cdn.tasteatlas.com//Images/Dishes/960089adeb0b4b04b2f519398555c855.jpg?mw=660,Dessert,Sutarfeni,India
https://www.tasteatlas.com/chiroti,https://cdn.tasteatlas.com//images/dishes/6ac88fbdeec641128027724ba9ae5c6c.jpg?mw=660,Deep-fried Dessert,Chiroti,India
https://www.tasteatlas.com/handi-paneer,https://cdn.tasteatlas.com//images/dishes/40c0ee1b4f874f6c8806f2ac41861db6.jpg?mw=660,Cheese Dish,Handi paneer,India
https://www.tasteatlas.com/sukhdi,https://cdn.tasteatlas.com//images/dishes/c975480133774160b3e757ee0a071fca.jpg?mw=660,Dessert,Sukhdi,India
https://www.tasteatlas.com/khageena,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Egg Dish,Khageena,India
https://www.tasteatlas.com/pachi-palusu,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Vegetable Soup,Pachi palusu,India
https://www.tasteatlas.com/gobi-paratha,https://cdn.tasteatlas.com//images/dishes/fe582e43f30347b2b99611708ba52956.jpg?mw=660,Flatbread,Gobi paratha,India
https://www.tasteatlas.com/eggplant-chutney,https://cdn.tasteatlas.com//images/dishes/095de95f62c44d7ba6df742d095d4e27.jpg?mw=660,Dip,Eggplant Chutney,India
https://www.tasteatlas.com/pappu-charu,https://cdn.tasteatlas.com//Images/Dishes/353f4d679be147579c8ce95df4995b16.jpg?mw=660,Vegetable Soup,Pappu charu,India
https://www.tasteatlas.com/murgh-shorba,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Chicken Soup,Murgh shorba,India
https://www.tasteatlas.com/arbi-masala,https://cdn.tasteatlas.com//Images/Dishes/69c624c0857c40238bed90e93a36acda.jpg?mw=660,Side Dish,Arbi masala,India
https://www.tasteatlas.com/ros-omelette,https://cdn.tasteatlas.com//Images/Dishes/b65e9b9f695445a5b0c65316197ed3ea.jpg?mw=660,Egg Dish,Ros Omelet,India
https://www.tasteatlas.com/mango-kadhi,https://cdn.tasteatlas.com//images/dishes/3a7d811da4254eb38f8ebb9370e44103.jpg?mw=660,Stew,Mango kadhi,India
https://www.tasteatlas.com/tomato-gojju,https://cdn.tasteatlas.com//images/dishes/cf38b6f9100f467282f1edbc660eb5fc.jpg?mw=660,Stew,Tomato gojju,India
https://www.tasteatlas.com/aratikaya-kura,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Stew,Green Banana Curry (Aratikaya kura),India
https://www.tasteatlas.com/prawn-koliwada,https://cdn.tasteatlas.com//images/dishes/ea220c33cfea4ce2914ee8d5a19324c4.jpg?mw=660,Shrimp/Prawn Dish,Prawn Koliwada,India
https://www.tasteatlas.com/anchovy-65,https://cdn.tasteatlas.com//images/dishes/08c64cbaaadb4c5080daec9b67666629.jpg?mw=660,Fish Dish,Anchovy 65,India
https://www.tasteatlas.com/karuveppilai-sadam,https://cdn.tasteatlas.com//images/dishes/b874c176e3df4becbd68918a19e71f91.jpg?mw=660,Rice Dish,Karuveppilai sadam,India
https://www.tasteatlas.com/jhinga-nisha,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Seafood,Jhinga nisha,India
https://www.tasteatlas.com/phaldari-kofta,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Vegetable Dish,Phaldari kofta,India
https://www.tasteatlas.com/dal-dum-pukht,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Stew,Dal dum pukht,India
https://www.tasteatlas.com/akki-rotti,https://cdn.tasteatlas.com//Images/Dishes/4657b38443554474a2de387ff320990e.jpg?mw=660,Breakfast,Akki rotti,India
https://www.tasteatlas.com/orange-chutney,https://cdn.tasteatlas.com//images/dishes/372179f376a74dd2bc520218d2d3d32c.jpg?mw=660,Dip,Orange Chutney,India
https://www.tasteatlas.com/carrot-chutney,https://cdn.tasteatlas.com//images/dishes/5aa3b37732cd4a239e63370faddcf44e.jpg?mw=660,Dip,Carrot Chutney,India
https://www.tasteatlas.com/aloo-chop,https://cdn.tasteatlas.com//images/dishes/492e2d96650344b6b14bde4727716da6.jpg?mw=660,Snack,Aloo chop,India
https://www.tasteatlas.com/matar-mushroom,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Plant-based/Vegan Dish,Matar Mushroom,India
https://www.tasteatlas.com/gobi-matar,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Plant-based/Vegan Dish,Gobi matar,India
https://www.tasteatlas.com/papaya-chutney,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Dip,Papaya Chutney,India
https://www.tasteatlas.com/paneer-amritsari,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Cheese Dish,Paneer Amritsari,India
https://www.tasteatlas.com/pudina-paneer-tikka,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Appetizer,Pudina paneer tikka,India
https://www.tasteatlas.com/roghni-naan,https://cdn.tasteatlas.com//images/dishes/c19451fae3924a5d990797e5247f6ea0.jpg?mw=660,Flatbread,Roghni naan,India
https://www.tasteatlas.com/cucumber-chutney,https://cdn.tasteatlas.com//images/dishes/18078e18b29d4df6bd9f49fa79ed9987.jpg?mw=660,Dip,Cucumber Chutney,India
https://www.tasteatlas.com/mughlai-paratha,https://cdn.tasteatlas.com//images/dishes/689a67c2544a4dac84f943e0ddb7b7ae.jpg?mw=660,Flatbread,Mughlai paratha,India
https://www.tasteatlas.com/bullet-naan,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Flatbread,Bullet Naan,India
https://www.tasteatlas.com/red-sorrel-leaves-chutney,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Dip,Red Sorrel Leaves Chutney,India
https://www.tasteatlas.com/bharli-vangi,https://cdn.tasteatlas.com//images/dishes/025ea92f18024d50a927ab80d9db10c0.jpg?mw=660,Plant-based/Vegan Dish,Bharli vangi,India
https://www.tasteatlas.com/anda-paratha,https://cdn.tasteatlas.com//images/dishes/ea6ecd390bf742d8941b0ad3425a3ac9.jpg?mw=660,Flatbread,Anda paratha,India
https://www.tasteatlas.com/warqi-paratha,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Flatbread,Warqi paratha,India
https://www.tasteatlas.com/chorafali,https://cdn.tasteatlas.com//images/dishes/bcbe68264d10405d8c590a2a49ae6842.jpg?mw=660,Snack,Chorafali,India
https://www.tasteatlas.com/namak-para,https://cdn.tasteatlas.com//images/dishes/659116b0bd794107b5ced6978260db7b.jpg?mw=660,Snack,Namak para,India
https://www.tasteatlas.com/ajwain-paratha,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Flatbread,Ajwain paratha,India
https://www.tasteatlas.com/nethili-varuval,https://cdn.tasteatlas.com//images/dishes/a09c484ed98049838b814613f3e598f5.jpg?mw=660,Appetizer,Nethili varuval,India
https://www.tasteatlas.com/kallappam,https://cdn.tasteatlas.com//images/dishes/2e5edb333820435e9073daa46bd42d25.jpg?mw=660,Pancake,Kallappam,India
https://www.tasteatlas.com/cheera-thoran,https://cdn.tasteatlas.com//images/dishes/7b9217922a6443089117597e3f6b8b64.jpg?mw=660,Side Dish,Cheera thoran,India
https://www.tasteatlas.com/avocado-chutney,https://cdn.tasteatlas.com//images/dishes/4e41ad420ac443b990ce48aff411b106.jpg?mw=660,Dip,Avocado Chutney,India
https://www.tasteatlas.com/rava-bonda,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Snack,Rava bonda,India
https://www.tasteatlas.com/jhajariya,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Dessert,Jhajariya,India
https://www.tasteatlas.com/chandrakanthalu,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Deep-fried Dessert,Chandrakanthalu,India
https://www.tasteatlas.com/hari-mirch-ke-pakodey,https://cdn.tasteatlas.com//images/dishes/66099464ffb1494e9fdfb7ba04bae072.jpg?mw=660,Snack,Hari mirch ke pakodey,India
https://www.tasteatlas.com/nawabi-naan,https://cdn.tasteatlas.com//images/dishes/df089af13de44b42a383493b9b9a35f2.jpg?mw=660,Flatbread,Nawabi naan,India
https://www.tasteatlas.com/erachi-mappas,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Stew,Erachi mappas,India
https://www.tasteatlas.com/methi-kishmish,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Vegetable Dish,Fenugreek Seeds with Raisins (Methi kishmish),India
https://www.tasteatlas.com/urulakizhangu-mappas,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Stew,Urulakizhangu mappas,India
https://www.tasteatlas.com/sunga-pork,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Pork Dish,Sunga Pork,India
https://www.tasteatlas.com/baingan-mirchi-ka-salan,https://cdn.tasteatlas.com//images/dishes/150fc183c14f40818270e2fe68f9082f.jpg?mw=660,Stew,Baingan mirchi ka salan,India
https://www.tasteatlas.com/amiri-khaman,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Snack,Amiri khaman,India
https://www.tasteatlas.com/mushroom-do-pyaza,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Side Dish,Mushroom do pyaza,India
https://www.tasteatlas.com/mushroom-kurkure,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Appetizer,Mushroom kurkure,India
https://www.tasteatlas.com/ulundu-kozhukattai,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Snack,Ulundu kozhukattai,India
https://www.tasteatlas.com/almond-chutney,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Dip,Almond Chutney,India
https://www.tasteatlas.com/urulai-kizhangu-podimas,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Potato Dish,Urulai kizhangu podimas,India
https://www.tasteatlas.com/arisa-pitha,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Snack,Arisa pitha,India
https://www.tasteatlas.com/til-pitha,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Snack,Til pitha,India
https://www.tasteatlas.com/palakayalu,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Snack,Palakayalu,India
https://www.tasteatlas.com/aatish-e-aloo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Appetizer,Aatish e aloo,India
https://www.tasteatlas.com/thalachor-kari,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Stew,Thalachor kari,India
https://www.tasteatlas.com/attinkaral-kari,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Stew,Attinkaral kari,India
https://www.tasteatlas.com/guncha-wa-keema,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Appetizer,Guncha wa keema,India
https://www.tasteatlas.com/biryani,https://cdn.tasteatlas.com//Images/Dishes/8fd2297171484b88be3e3e6815979690.jpg?mw=660,Rice Dish,Biryani,Iran
https://www.tasteatlas.com/pilaf,https://cdn.tasteatlas.com//Images/Dishes/49a441aab7b34bc799bd0f4030429c73.jpg?mw=660,Rice Dish,Pilaf,Iran
https://www.tasteatlas.com/kuku,https://cdn.tasteatlas.com//Images/Dishes/f6278cc497554c6c9a3b60a00eb7c0c8.jpg?mw=660,Egg Dish,Kuku,Iran
https://www.tasteatlas.com/gaz,https://cdn.tasteatlas.com//Images/Dishes/b60e78a21a0a40db8c459e92c0a1f53e.jpg?mw=660,Dessert,Gaz,Iran
https://www.tasteatlas.com/abgoosht,https://cdn.tasteatlas.com//Images/Dishes/2def4f3aa290418ab116f34dcbdf8e1c.jpg?mw=660,Stew,Abgoosht,Iran
https://www.tasteatlas.com/zulbia,https://cdn.tasteatlas.com//images/dishes/85dca6a42c8948f6a861fba0a5442c8f.jpg?mw=660,Deep-fried Dessert,Zulbia,Iran
https://www.tasteatlas.com/khoresh-gheimeh,https://cdn.tasteatlas.com//Images/Dishes/00fa0d16fc40452b808c0fc660a3252e.jpg?mw=660,Stew,Khoresh gheimeh,Iran
https://www.tasteatlas.com/pashmak,https://cdn.tasteatlas.com//Images/Dishes/835f7abc476f4c55a6d39868be077ab2.jpg?mw=660,Dessert,Pashmak,Iran
https://www.tasteatlas.com/chelow-kebab,https://cdn.tasteatlas.com//Images/Dishes/407c0d2fda8b4591877846d7f1128ca3.jpg?mw=660,Meat Dish,Chelow kebab,Iran
https://www.tasteatlas.com/khoresh,https://cdn.tasteatlas.com//images/dishes/4b99b8ebdb1c42ac98055e9e7629dc21.jpg?mw=660,Stew,Khoresh,Iran
https://www.tasteatlas.com/kabab-koobideh,https://cdn.tasteatlas.com//Images/Dishes/6cf4640bbc5244beb781a011508ad14a.jpg?mw=660,Ground Meat Dish,Kabab koobideh,Iran
https://www.tasteatlas.com/zereshk-polow,https://cdn.tasteatlas.com//images/dishes/054805fd42f84786a600965d872a1fb1.jpg?mw=660,Rice Dish,Zereshk polow,Iran
https://www.tasteatlas.com/jujeh-kabab,https://cdn.tasteatlas.com//images/dishes/61e71867ffb34aa38af6ccbfa0000082.jpg?mw=660,Chicken Dish,Jujeh kabab,Iran
https://www.tasteatlas.com/bastani-sonnati,https://cdn.tasteatlas.com//images/dishes/a68f74f1e799404d8da60f11d6a765c1.jpg?mw=660,Ice Cream,Bastani sonnati,Iran
https://www.tasteatlas.com/kabab-barg,https://cdn.tasteatlas.com//images/dishes/158b62ab83724617a6dad392e5f79ff3.jpg?mw=660,Meat Dish,Kabab barg,Iran
https://www.tasteatlas.com/tahchin,https://cdn.tasteatlas.com//Images/Dishes/d937870a9fbd473fa13916a427d7492f.jpg?mw=660,Rice Dish,Tahchin,Iran
https://www.tasteatlas.com/masghati,https://cdn.tasteatlas.com//images/dishes/301d2dc3e02e4b9bbcb9047c4542f2a5.jpg?mw=660,Dessert,Masghati,Iran
https://www.tasteatlas.com/sabzi-khordan,https://cdn.tasteatlas.com//images/dishes/201a2ea22dd84566b5aa446e936227a9.jpg?mw=660,Vegetable Dish,Sabzi khordan,Iran
https://www.tasteatlas.com/kashke-bademjan,https://cdn.tasteatlas.com//images/dishes/bea238add0dc4386a4cef6a15fb4855f.jpg?mw=660,Vegetable Dish,Kashke bademjan,Iran
https://www.tasteatlas.com/tahdig,https://cdn.tasteatlas.com//images/dishes/d8902c84d75549e09cd7cf7d4d788750.jpg?mw=660,Rice Dish,Tahdig,Iran
https://www.tasteatlas.com/kufteh-tabrizi,https://cdn.tasteatlas.com//images/dishes/0f785cf5f85b4d729d33e439e3922282.jpg?mw=660,Meatballs,Kufteh tabrizi,Iran
https://www.tasteatlas.com/kateh,https://cdn.tasteatlas.com//Images/Dishes/60894d73a8e34a9ca0dbfdf135e11c4e.jpg?mw=660,Technique,Kateh,Iran
https://www.tasteatlas.com/sholeh-zard,https://cdn.tasteatlas.com//images/dishes/3f1c00e46af5419dbc9cbbfb5f6c925b.jpg?mw=660,Pudding,Sholeh zard,Iran
https://www.tasteatlas.com/nan-e-shirmal,https://cdn.tasteatlas.com//Images/Dishes/5112dc3af14043e6b0d862fcacbbb848.jpg?mw=660,Flatbread,Nan-e shirmal,Iran
https://www.tasteatlas.com/nan-e-sangak,https://cdn.tasteatlas.com//Images/Dishes/5933f945dc5043098ca331d4223451a2.jpg?mw=660,Flatbread,Nan-e sangak,Iran
https://www.tasteatlas.com/kuku-sabzi,https://cdn.tasteatlas.com//Images/Dishes/3f2afd0b4ab34b4f98f3b3ca6f0b561c.jpg?mw=660,Egg Dish,Kuku sabzi,Iran
https://www.tasteatlas.com/morasa-polo,https://cdn.tasteatlas.com//images/dishes/3a140d080a004d88b79fcf1e8ff02007.jpg?mw=660,Rice Dish,Morasa polo,Iran
https://www.tasteatlas.com/noghl,https://cdn.tasteatlas.com//Images/Dishes/0e7b20d515184cd093f090f39edc8595.jpg?mw=660,Dessert,Noghl,Iran
https://www.tasteatlas.com/qottab,https://cdn.tasteatlas.com//images/dishes/534acbfdb0864f11bfc333824c7ce770.jpg?mw=660,Sweet Pastry,Qottab,Iran
https://www.tasteatlas.com/gheymeh-nesar,https://cdn.tasteatlas.com//images/dishes/8511986585644c76a37db8c62dfecaf3.jpg?mw=660,Meat Dish,Gheymeh nesar,Iran
https://www.tasteatlas.com/ghormeh-sabzi,https://cdn.tasteatlas.com//images/dishes/b937783340484cdd9a02639a4e64ef39.jpg?mw=660,Stew,Ghormeh sabzi,Iran
https://www.tasteatlas.com/nan-e-taftoon,https://cdn.tasteatlas.com//images/dishes/b99141f21f8049b19b08511e8115740b.jpg?mw=660,Flatbread,Nan-e taftoon,Iran
https://www.tasteatlas.com/morgh-e-shekam-por,https://cdn.tasteatlas.com//Images/Dishes/f90c0ee970bb4450a3cead1de31c5c9d.jpg?mw=660,Chicken Dish,Morgh e shekam por,Iran
https://www.tasteatlas.com/nan-e-barbari,https://cdn.tasteatlas.com//Images/Dishes/df35c8c94448471a94b97f65b6629956.jpg?mw=660,Flatbread,Nan-e barbari,Iran
https://www.tasteatlas.com/ranginak,https://cdn.tasteatlas.com//images/dishes/9d62920cb5ad40f7aba7a4eda38772e2.jpg?mw=660,Dessert,Ranginak,Iran
https://www.tasteatlas.com/zeytoon-parvardeh,https://cdn.tasteatlas.com//images/dishes/3047c660bcdf467c96e3d0128a087d55.jpg?mw=660,Appetizer,Zeytoon parvardeh,Iran
https://www.tasteatlas.com/halva-ardeh,https://cdn.tasteatlas.com//images/dishes/886db9f3771b4ae89412e2e3c274d6ec.jpg?mw=660,Dessert,Halva ardeh,Iran
https://www.tasteatlas.com/mast-o-khiar,https://cdn.tasteatlas.com//Images/Dishes/3abc21675c36434fa9107e2332300ed4.jpg?mw=660,Dip,Mast o khiar,Iran
